Generacja,Bot_ID,Punkty,AST_Tree
68,39,1623,"MANY_RULES(DEFRULE(c_far_gold, a_train_vill), MANY_RULES(DEFRULE(c_some_knight, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_enemy_has_many_pike, a_dynamic_atk_percent(168)), MANY_RULES(DEFRULE(c_few_skirm, a_build_house), MANY_RULES(DEFRULE(c_few_skirm, a_dynamic_group_size(168)), MANY_RULES(DEFRULE(c_many_scout, a_train_monk), MANY_RULES(DEFRULE(c_few_mangonel, a_build_house), MANY_RULES(DEFRULE(c_few_skirm, a_build_house), MANY_RULES(DEFRULE(c_few_skirm, a_res_farm_2), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_res_farm_2), MANY_RULES(DEFRULE(c_few_barracks, a_res_loom), MANY_RULES(DEFRULE(c_few_barracks, a_build_house), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), TWO_RULES(DEFRULE(c_few_skirm, a_train_vill), DEFRULE(c_some_ram, a_build_house))))))))))))))))"
68,28,1613,"MANY_RULES(DEFRULE(c_can_res_blast, a_train_vill), MANY_RULES(DEFRULE(c_few_archer, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_barracks, a_build_house), MANY_RULES(DEFRULE(AND(c_can_res_stone_1, c_enemy_has_many_pike), a_dynamic_group_size(20)), MANY_RULES(DEFRULE(c_few_skirm, a_build_house), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_some_knight, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_barracks, a_build_house), MANY_RULES(DEFRULE(AND(c_can_res_stone_1, c_enemy_has_many_pike), a_dynamic_group_size(20)), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_build_house), TWO_RULES(DEFRULE(c_can_res_blast, a_dynamic_civ_scout_cap(168)), DEFRULE(c_few_mangonel, a_build_house)))))))))))))))))"
68,18,1610,"MANY_RULES(DEFRULE(c_far_gold, a_dynamic_atk_percent(5)), MANY_RULES(DEFRULE(c_far_gold, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(AND(c_can_res_blast, c_enemy_has_many_pike), a_dynamic_atk_percent(168)), MANY_RULES(DEFRULE(AND(c_can_res_blast, c_enemy_has_many_pike), a_dynamic_atk_percent(168)), MANY_RULES(DEFRULE(c_few_skirm, a_dynamic_group_size(168)), MANY_RULES(DEFRULE(c_few_skirm, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_some_ram, a_build_house), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_res_farm_2), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_res_farm_2), MANY_RULES(DEFRULE(c_few_barracks, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_res_farm_2), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, DO_BOTH(a_build_dock, a_forward_tower)), MANY_RULES(DEFRULE(c_few_barracks, a_res_loom), MANY_RULES(DEFRULE(c_few_barracks, a_build_house), TWO_RULES(DEFRULE(c_far_gold, a_train_vill), DEFRULE(c_some_ram, a_res_loom)))))))))))))))))))"
68,33,1607,"MANY_RULES(DEFRULE(c_can_go_feudal_age, a_build_house), MANY_RULES(DEFRULE(c_far_gold, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_dynamic_civ_scout_cap(86)), MANY_RULES(DEFRULE(c_some_mangonel, a_train_vill), MANY_RULES(DEFRULE(c_some_ram, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_res_farm_2), MANY_RULES(DEFRULE(c_far_gold, a_build_house), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), TWO_RULES(DEFRULE(c_far_gold, a_train_vill), DEFRULE(c_some_ram, a_build_house)))))))))))"
68,16,1604,"MANY_RULES(DEFRULE(AND(c_some_infantry, c_can_res_gold_1), a_build_house), MANY_RULES(DEFRULE(c_some_knight, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_barracks, a_build_house), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), TWO_RULES(DEFRULE(c_can_res_blast, a_train_vill), DEFRULE(c_few_mangonel, a_build_house)))))))))))"
68,2,1603,"MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_some_knight, a_dynamic_civ_scout_cap(20)), MANY_RULES(DEFRULE(AND(c_can_res_blast, c_enemy_has_many_pike), a_dynamic_atk_percent(168)), MANY_RULES(DEFRULE(c_few_skirm, a_dynamic_civ_scout_cap(i_val(i_val(20)))), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_barracks, a_build_house), TWO_RULES(DEFRULE(c_no_castle, a_res_scale_mail), DEFRULE(AND(c_few_skirm, c_can_build_market), a_dynamic_civ_scout_cap(5)))))))))"
68,75,1602,"MANY_RULES(DEFRULE(c_some_skirm, a_build_house), MANY_RULES(DEFRULE(c_some_ram, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_few_barracks, a_train_vill), MANY_RULES(DEFRULE(c_some_ram, a_train_vill), MANY_RULES(DEFRULE(c_few_barracks, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_few_skirm, a_train_knight), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(t_empty_rule, TWO_RULES(DEFRULE(c_few_skirm, a_dynamic_atk_percent(20)), DEFRULE(c_few_mangonel, a_build_house))))))))))"
68,40,1601,"MANY_RULES(DEFRULE(c_can_res_blast, a_train_vill), MANY_RULES(DEFRULE(c_some_knight, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_barracks, a_build_house), MANY_RULES(DEFRULE(AND(c_can_res_stone_1, c_enemy_has_many_pike), a_dynamic_group_size(20)), MANY_RULES(DEFRULE(c_few_skirm, a_build_house), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_build_house), TWO_RULES(DEFRULE(c_can_res_blast, a_dynamic_group_size(20)), DEFRULE(c_few_mangonel, a_build_house)))))))))))"
68,61,1600,"MANY_RULES(DEFRULE(c_far_gold, a_dynamic_atk_percent(5)), MANY_RULES(DEFRULE(c_some_knight, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(AND(c_can_res_blast, c_enemy_has_many_pike), a_dynamic_atk_percent(168)), MANY_RULES(DEFRULE(c_enemy_has_many_pike, a_dynamic_atk_percent(168)), MANY_RULES(DEFRULE(c_some_archer, a_build_archery_range), MANY_RULES(DEFRULE(c_few_skirm, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_some_ram, a_build_house), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_res_farm_2), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_res_farm_2), MANY_RULES(DEFRULE(c_few_barracks, a_res_loom), MANY_RULES(DEFRULE(AND(c_can_res_blast, c_enemy_has_many_pike), a_dynamic_atk_percent(168)), TWO_RULES(DEFRULE(c_can_res_blast, a_train_vill), DEFRULE(c_few_mangonel, a_build_house)))))))))))))))"
68,19,1598,"MANY_RULES(DEFRULE(c_some_knight, a_dynamic_group_size(20)), MANY_RULES(DEFRULE(c_some_knight, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_barracks, a_build_house), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), TWO_RULES(DEFRULE(c_can_res_blast, a_train_vill), DEFRULE(c_few_mangonel, a_build_house)))))))))))"
68,49,1598,"MANY_RULES(DEFRULE(c_far_gold, a_dynamic_atk_percent(5)), MANY_RULES(DEFRULE(c_some_knight, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(AND(c_can_res_blast, c_enemy_has_many_pike), a_dynamic_atk_percent(168)), MANY_RULES(DEFRULE(AND(c_can_res_blast, c_enemy_has_many_pike), a_dynamic_atk_percent(168)), MANY_RULES(DEFRULE(c_few_skirm, a_dynamic_group_size(168)), MANY_RULES(DEFRULE(c_few_skirm, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_some_ram, a_build_house), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_far_gold, a_res_farm_2), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_res_farm_2), MANY_RULES(DEFRULE(c_few_barracks, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_res_farm_2), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, DO_BOTH(a_build_dock, a_forward_tower)), MANY_RULES(DEFRULE(c_few_barracks, a_res_loom), MANY_RULES(DEFRULE(c_few_barracks, a_build_house), TWO_RULES(DEFRULE(c_far_gold, a_train_vill), DEFRULE(c_some_ram, a_res_loom)))))))))))))))))))"
68,76,1597,"MANY_RULES(DEFRULE(c_far_gold, a_train_vill), MANY_RULES(DEFRULE(c_few_barracks, a_dynamic_civ_scout_cap(20)), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(AND(c_can_res_blast, c_enemy_has_many_pike), a_dynamic_group_size(20)), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_build_house), TWO_RULES(DEFRULE(c_far_gold, a_train_vill), DEFRULE(c_few_mangonel, a_town_size_30))))))))))"
68,48,1593,"MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_barracks, a_dynamic_civ_scout_cap(20)), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(AND(c_can_res_blast, c_enemy_has_many_pike), a_dynamic_group_size(20)), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_build_house), TWO_RULES(DEFRULE(c_far_gold, a_train_vill), DEFRULE(c_few_mangonel, a_town_size_30))))))))))"
68,65,1589,"MANY_RULES(DEFRULE(c_far_gold, a_dynamic_atk_percent(5)), MANY_RULES(DEFRULE(c_some_knight, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(AND(c_can_res_blast, c_enemy_has_many_pike), a_dynamic_atk_percent(168)), MANY_RULES(DEFRULE(AND(c_can_res_blast, c_enemy_has_many_pike), a_dynamic_group_size(168)), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_build_house), TWO_RULES(DEFRULE(c_few_skirm, a_train_vill), DEFRULE(c_few_mangonel, a_build_house)))))))))"
68,83,1586,"MANY_RULES(DEFRULE(c_far_gold, a_train_vill), MANY_RULES(DEFRULE(c_some_knight, a_dynamic_civ_scout_cap(20)), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_build_house), TWO_RULES(DEFRULE(c_can_res_blast, a_train_vill), DEFRULE(c_few_mangonel, a_build_house)))))))"
68,53,1583,"MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_some_knight, a_dynamic_civ_scout_cap(20)), MANY_RULES(DEFRULE(AND(c_can_res_blast, c_enemy_has_many_pike), a_dynamic_atk_percent(168)), MANY_RULES(DEFRULE(c_few_skirm, a_dynamic_civ_scout_cap(i_val(i_val(168)))), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_barracks, a_build_house), TWO_RULES(DEFRULE(c_no_castle, a_res_scale_mail), DEFRULE(AND(c_few_skirm, c_can_build_market), a_dynamic_civ_scout_cap(5)))))))))"
68,82,1581,"MANY_RULES(DEFRULE(c_can_res_blast, a_train_vill), MANY_RULES(DEFRULE(c_some_knight, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(AND(c_can_res_stone_1, c_enemy_has_many_pike), a_dynamic_group_size(20)), MANY_RULES(DEFRULE(c_few_skirm, a_build_house), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_res_fletching), TWO_RULES(DEFRULE(c_can_res_blast, a_dynamic_group_size(20)), DEFRULE(c_few_mangonel, a_build_house))))))))))"
68,43,1579,"MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_some_knight, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_few_skirm, a_build_house), MANY_RULES(DEFRULE(AND(c_mil_pop_10, c_enemy_has_many_pike), a_build_house), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_res_farm_2), MANY_RULES(DEFRULE(c_few_barracks, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_few_skirm, a_train_knight), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_barracks, a_train_vill), TWO_RULES(DEFRULE(c_few_skirm, a_train_vill), DEFRULE(c_some_ram, a_build_house))))))))))))"
68,71,1575,"MANY_RULES(DEFRULE(c_far_gold, a_dynamic_atk_percent(5)), MANY_RULES(DEFRULE(c_some_knight, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(AND(c_can_res_blast, AND(AND(c_some_pike, c_low_food), AND(c_vills_under_60, c_low_stone))), a_dynamic_atk_percent(168)), MANY_RULES(DEFRULE(AND(c_can_res_blast, c_enemy_has_many_pike), a_dynamic_atk_percent(168)), MANY_RULES(DEFRULE(c_few_skirm, a_dynamic_group_size(168)), MANY_RULES(DEFRULE(c_few_skirm, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_some_ram, a_build_house), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_res_farm_2), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_res_farm_2), MANY_RULES(DEFRULE(c_few_barracks, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_res_farm_2), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, DO_BOTH(a_build_dock, a_forward_tower)), MANY_RULES(DEFRULE(c_few_barracks, a_res_loom), MANY_RULES(DEFRULE(c_few_barracks, a_build_house), TWO_RULES(DEFRULE(c_far_gold, a_train_vill), DEFRULE(c_some_ram, a_res_loom)))))))))))))))))))"
68,62,1573,"MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_res_farm_2), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_res_farm_2), MANY_RULES(DEFRULE(c_few_barracks, a_res_loom), MANY_RULES(DEFRULE(c_few_barracks, a_build_house), TWO_RULES(DEFRULE(c_few_skirm, a_train_vill), DEFRULE(c_some_ram, a_dynamic_civ_scout_cap(8))))))))))"
68,6,1569,"MANY_RULES(DEFRULE(c_far_gold, a_dynamic_atk_percent(5)), MANY_RULES(DEFRULE(c_some_knight, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(AND(c_can_res_blast, c_enemy_has_many_pike), a_dynamic_atk_percent(168)), MANY_RULES(DEFRULE(c_few_skirm, a_dynamic_group_size(168)), MANY_RULES(DEFRULE(c_few_skirm, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_some_ram, a_build_house), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_res_farm_2), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(AND(c_can_res_blast, c_enemy_has_many_pike), a_dynamic_atk_percent(168)), MANY_RULES(DEFRULE(c_few_skirm, a_dynamic_civ_scout_cap(i_val(i_val(20)))), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_barracks, a_build_house), TWO_RULES(DEFRULE(c_no_castle, a_res_scale_mail), DEFRULE(AND(c_few_skirm, c_can_build_market), a_dynamic_civ_scout_cap(5))))))))))))))))"
68,31,1568,"MANY_RULES(DEFRULE(c_far_gold, a_build_house), MANY_RULES(DEFRULE(c_some_knight, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_barracks, a_build_house), MANY_RULES(DEFRULE(AND(c_can_res_stone_1, c_enemy_has_many_pike), a_dynamic_group_size(20)), MANY_RULES(DEFRULE(c_some_ram, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_build_house), TWO_RULES(DEFRULE(c_can_res_blast, a_dynamic_civ_scout_cap(168)), DEFRULE(c_few_mangonel, a_build_house)))))))))))"
68,51,1564,"MANY_RULES(DEFRULE(c_far_gold, a_dynamic_atk_percent(5)), MANY_RULES(DEFRULE(c_some_knight, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(AND(c_can_res_blast, c_enemy_has_many_pike), a_dynamic_atk_percent(168)), MANY_RULES(DEFRULE(c_few_skirm, a_dynamic_group_size(168)), MANY_RULES(DEFRULE(c_few_skirm, a_train_knight), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_barracks, a_train_vill), MANY_RULES(DEFRULE(c_can_res_blast, a_dynamic_group_size(16)), MANY_RULES(DEFRULE(c_few_skirm, a_res_farm_2), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, DO_BOTH(a_build_dock, a_forward_tower)), MANY_RULES(DEFRULE(c_few_barracks, a_res_loom), MANY_RULES(DEFRULE(c_few_barracks, a_build_house), TWO_RULES(DEFRULE(c_far_gold, a_train_vill), DEFRULE(c_some_ram, a_build_house)))))))))))))))"
68,73,1564,"MANY_RULES(DEFRULE(c_far_gold, a_train_vill), MANY_RULES(DEFRULE(c_some_ram, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_barracks, a_build_house), MANY_RULES(DEFRULE(AND(c_can_res_blast, c_enemy_has_many_pike), a_dynamic_atk_percent(168)), MANY_RULES(DEFRULE(c_few_skirm, a_dynamic_group_size(168)), MANY_RULES(DEFRULE(c_few_skirm, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_some_ram, a_build_house), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_res_farm_2), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(AND(c_many_pike, c_can_res_bracer), a_res_farm_2), MANY_RULES(DEFRULE(c_few_barracks, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_res_farm_2), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, DO_BOTH(a_build_dock, a_forward_tower)), MANY_RULES(DEFRULE(c_few_barracks, a_res_loom), MANY_RULES(DEFRULE(c_few_barracks, a_build_house), TWO_RULES(DEFRULE(c_far_gold, a_train_vill), DEFRULE(c_some_ram, a_build_house))))))))))))))))))))"
68,54,1562,"MANY_RULES(DEFRULE(c_far_gold, a_train_vill), MANY_RULES(DEFRULE(c_some_ram, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_barracks, a_build_house), MANY_RULES(DEFRULE(AND(c_can_res_blast, c_enemy_has_many_pike), a_dynamic_group_size(168)), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_build_house), TWO_RULES(DEFRULE(c_few_stable, a_train_vill), DEFRULE(c_few_mangonel, a_build_house)))))))))))"
68,7,1561,"MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_some_knight, a_dynamic_civ_scout_cap(20)), MANY_RULES(DEFRULE(c_few_skirm, a_res_farm_2), MANY_RULES(DEFRULE(c_few_barracks, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_res_farm_2), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, DO_BOTH(a_build_dock, a_forward_tower)), MANY_RULES(DEFRULE(c_few_barracks, a_res_loom), MANY_RULES(DEFRULE(c_few_barracks, a_build_house), TWO_RULES(DEFRULE(c_far_gold, a_train_vill), DEFRULE(c_some_ram, a_build_house)))))))))))"
68,66,1558,"MANY_RULES(DEFRULE(c_some_skirm, a_build_house), MANY_RULES(DEFRULE(c_some_ram, a_dynamic_civ_scout_cap(46)), MANY_RULES(DEFRULE(c_few_barracks, a_train_vill), MANY_RULES(DEFRULE(c_some_ram, a_train_vill), MANY_RULES(DEFRULE(c_few_barracks, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_few_skirm, a_train_knight), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_barracks, a_build_house), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_build_house), TWO_RULES(DEFRULE(c_can_res_blast, a_train_vill), DEFRULE(c_few_mangonel, a_build_house))))))))))))"
68,63,1556,"MANY_RULES(DEFRULE(c_some_skirm, a_build_house), MANY_RULES(DEFRULE(c_some_ram, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_few_barracks, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_barracks, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_few_skirm, a_train_knight), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_barracks, a_build_house), TWO_RULES(DEFRULE(c_is_feudal_age, a_dynamic_atk_percent(168)), DEFRULE(c_some_knight, a_dynamic_civ_scout_cap(199)))))))))))"
68,36,1554,"MANY_RULES(DEFRULE(c_far_gold, a_train_vill), MANY_RULES(DEFRULE(c_some_knight, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, DO_BOTH(a_build_dock, a_forward_tower)), MANY_RULES(DEFRULE(c_few_barracks, a_res_loom), MANY_RULES(DEFRULE(c_few_barracks, a_build_house), TWO_RULES(DEFRULE(c_far_gold, a_train_vill), DEFRULE(c_some_ram, a_dynamic_civ_scout_cap(168)))))))))"
68,45,1550,"MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_some_knight, a_dynamic_civ_scout_cap(20)), MANY_RULES(DEFRULE(AND(c_can_res_blast, c_enemy_has_many_pike), a_dynamic_atk_percent(168)), MANY_RULES(DEFRULE(c_few_mangonel, a_dynamic_civ_scout_cap(i_val(i_val(20)))), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_barracks, a_build_house), TWO_RULES(DEFRULE(c_no_castle, a_res_scale_mail), DEFRULE(AND(c_few_skirm, c_can_build_market), a_dynamic_civ_scout_cap(5)))))))))"
68,60,1549,"MANY_RULES(DEFRULE(c_far_gold, a_train_vill), MANY_RULES(DEFRULE(AND(AND(c_some_skirm, c_can_res_farm_3), AND(c_vills_under_60, c_low_stone)), a_dynamic_civ_scout_cap(20)), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(AND(c_can_res_blast, c_enemy_has_many_pike), a_dynamic_group_size(20)), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_build_house), TWO_RULES(DEFRULE(c_far_gold, a_train_vill), DEFRULE(c_few_mangonel, a_town_size_30))))))))))"
68,17,1539,"MANY_RULES(DEFRULE(c_far_gold, a_train_vill), MANY_RULES(DEFRULE(c_few_barracks, a_dynamic_civ_scout_cap(20)), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(AND(c_can_res_blast, c_enemy_has_many_pike), a_dynamic_group_size(20)), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_build_house), TWO_RULES(DEFRULE(c_far_gold, a_train_vill), DEFRULE(c_few_mangonel, a_dynamic_civ_scout_pct(40))))))))))"
68,1,1538,"MANY_RULES(DEFRULE(c_far_gold, a_train_vill), MANY_RULES(DEFRULE(c_some_knight, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_enemy_has_many_pike, a_dynamic_atk_percent(168)), MANY_RULES(DEFRULE(c_few_skirm, a_build_house), MANY_RULES(DEFRULE(c_few_skirm, a_dynamic_group_size(168)), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_some_ram, a_build_house), MANY_RULES(DEFRULE(c_few_skirm, a_build_house), MANY_RULES(DEFRULE(c_few_skirm, a_res_farm_2), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(t_empty_rule, MANY_RULES(DEFRULE(c_few_barracks, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), TWO_RULES(DEFRULE(c_few_skirm, a_train_vill), DEFRULE(c_some_ram, a_build_house)))))))))))))))"
