Generacja,Bot_ID,Punkty,town_size,feudal_wood_percent,feudal_gold_percent,feudal_stone_percent,feudal_food_percent,castle_wood_percent,castle_gold_percent,castle_stone_percent,castle_food_percent,feudal_vills,castle_vills,boar_hunting,boar_hunters,build_market,build_blacksmith,build_archery,build_stable,build_tower,build_palisade,build_castle,build_siege,militia_count,archer_count,skirm_count,scout_count,spearman_count,knight_count,ram_count,attack_group_size,target_eco,attack_percent,min_attack_group,army_size_with_siege,army_size_no_siege,retreat_threshold,attack_groups,feudal_aggression,tech_loom,tech_wheelbarrow,tech_double_axe,tech_horse_collar,tech_gold_mining,tech_fletching,tech_padded_archer,tech_forging,tech_scale_mail,tech_bloodlines
132,49,2415,29,26,14,0,37,3,18,10,51,15,45,0,8,0,0,1,1,1,1,0,1,8,34,16,13,1,18,5,13,1,55,0,16,47,15,1,0,1,0,1,1,1,0,1,1,1,0
132,63,2404,36,46,14,1,37,8,25,30,51,17,49,1,7,0,1,1,0,0,0,1,0,33,35,18,18,1,23,1,0,1,81,17,26,47,8,0,1,0,1,0,0,0,1,1,0,1,0
132,91,2396,19,43,13,0,44,24,30,9,37,21,38,0,5,0,1,0,1,0,1,0,0,8,21,7,3,2,13,1,28,1,64,5,25,50,8,2,0,1,0,0,0,0,1,1,0,0,1
132,62,2390,43,62,2,0,40,8,24,24,51,19,45,0,7,0,0,0,0,0,1,0,0,33,29,14,18,1,10,8,37,1,65,17,25,45,15,1,0,0,1,1,1,1,0,0,0,1,0
132,77,2365,24,67,15,1,34,8,21,19,47,17,43,0,4,1,0,1,1,1,1,0,0,37,38,4,13,15,19,0,13,0,81,1,20,42,8,0,1,1,0,0,1,1,1,1,0,1,1
132,37,2358,20,46,14,1,40,4,24,27,48,19,47,1,7,1,1,0,0,0,1,0,0,2,22,1,13,1,27,10,1,0,81,1,21,39,15,1,1,1,1,1,1,0,0,1,0,0,0
132,10,2354,38,72,10,0,33,3,30,15,54,15,45,1,7,0,0,0,0,1,0,0,0,33,34,21,8,0,18,1,13,0,84,1,19,47,15,1,0,1,0,1,1,0,0,1,1,1,0
132,94,2349,27,37,10,1,52,39,27,6,28,27,35,1,6,0,0,0,0,0,0,0,1,3,22,14,5,13,12,4,21,1,73,16,24,48,14,4,1,1,0,1,0,1,1,1,0,1,1
132,93,2341,19,42,1,1,56,34,22,10,34,19,37,0,6,0,0,1,1,0,1,1,0,4,23,5,3,21,24,5,14,1,95,15,22,36,6,4,1,0,1,0,1,0,1,1,0,1,1
132,35,2336,16,65,14,1,37,2,24,24,54,17,35,0,7,0,0,1,0,1,1,1,0,33,29,14,12,0,23,1,22,0,65,17,21,41,7,1,1,0,0,0,1,0,0,0,0,0,1
132,29,2326,33,67,9,1,36,14,30,9,31,17,45,0,7,0,0,0,0,0,1,1,1,30,36,6,13,25,28,12,13,1,86,1,18,39,8,0,0,0,1,1,0,0,1,1,1,0,1
132,2,2325,20,62,5,1,37,8,34,12,50,15,45,0,7,0,0,1,1,1,0,0,0,8,33,18,2,15,28,15,13,1,81,0,34,47,7,0,1,1,0,1,0,1,1,1,0,1,0
132,17,2317,21,46,9,1,39,13,18,24,37,17,45,1,7,1,0,1,1,1,0,1,0,35,35,23,12,9,23,0,22,0,81,0,34,46,15,0,1,1,1,0,1,1,1,0,1,0,1
132,23,2315,20,67,6,0,38,8,34,25,50,11,45,1,7,0,1,1,0,1,0,1,1,10,33,18,2,15,28,15,18,0,81,1,15,44,8,1,0,1,0,1,0,0,0,1,1,1,0
132,61,2307,33,48,6,2,41,42,34,10,50,28,46,0,7,1,0,0,0,0,1,1,1,6,18,1,2,2,28,15,13,1,81,7,34,39,7,2,1,1,1,0,1,1,1,1,1,0,0
132,95,2306,19,38,9,5,48,28,16,11,45,26,34,1,8,0,1,0,1,1,0,0,1,8,24,11,9,18,16,2,19,1,78,15,20,46,3,2,1,1,1,0,1,0,0,0,0,1,0
132,11,2299,29,31,5,7,37,21,33,10,42,24,34,0,8,1,0,0,0,0,1,1,1,3,15,13,13,24,21,5,0,1,81,0,21,42,8,4,1,0,0,1,0,0,0,0,1,1,0
132,51,2254,21,46,8,1,36,14,21,19,37,17,33,0,7,1,0,1,1,0,1,0,1,27,33,23,12,15,28,12,22,0,77,20,20,45,10,0,1,0,1,0,1,1,1,1,1,1,1
132,89,2247,15,38,5,2,55,23,18,8,51,22,32,0,5,1,0,1,0,0,1,0,0,3,27,8,3,13,24,3,26,0,58,13,18,39,9,4,0,0,0,1,1,0,1,1,1,1,1
132,48,2244,29,43,5,6,51,8,33,19,41,19,39,0,7,1,1,0,1,1,0,0,0,33,28,21,13,15,27,0,0,0,81,13,21,44,7,0,1,0,1,1,0,0,1,1,1,1,0
132,60,2239,36,70,9,0,40,9,34,16,42,20,32,0,7,0,0,1,0,1,0,0,1,31,31,18,13,20,18,0,1,1,88,18,26,44,7,5,0,1,1,0,1,1,1,1,1,1,0
132,71,2238,33,46,9,1,41,14,28,9,33,17,45,0,7,1,0,1,1,1,0,0,0,29,33,14,4,15,12,14,22,0,81,17,19,41,8,1,1,1,0,0,1,1,0,1,0,0,0
132,31,2212,43,65,4,1,49,8,24,24,54,19,35,0,7,1,1,1,0,0,1,0,1,34,31,2,12,1,16,1,0,1,67,0,39,41,8,1,1,0,1,1,0,1,0,1,1,0,1
132,85,2211,17,50,8,1,41,28,14,9,49,27,28,0,4,1,0,0,0,1,1,0,0,0,32,10,9,23,13,2,12,0,88,6,16,47,2,2,1,1,0,1,0,1,1,1,0,0,0
132,39,2186,33,43,4,1,49,2,28,18,54,19,49,1,7,0,0,0,1,0,0,0,0,34,29,2,12,15,28,6,1,0,67,16,20,38,8,1,1,1,1,1,0,0,0,1,1,0,1
132,5,2181,33,43,9,1,36,14,28,9,33,17,49,0,7,1,0,0,1,1,0,0,1,30,33,6,2,15,28,12,35,1,81,16,20,41,8,1,1,1,1,0,1,1,1,1,1,0,1
132,83,2174,31,26,13,2,54,21,25,10,51,19,31,1,8,0,0,1,1,0,1,1,1,3,21,8,7,23,13,5,13,0,66,11,22,41,5,2,1,1,1,1,1,0,0,1,1,0,1
132,96,2168,23,33,9,2,56,32,30,10,28,23,29,0,4,0,1,1,1,0,1,1,0,7,23,1,5,15,21,4,32,0,65,10,23,38,15,4,0,0,0,0,0,1,1,0,0,0,1
132,42,2163,38,46,1,1,40,11,30,16,44,17,38,1,7,0,0,1,1,1,0,0,1,33,34,21,8,10,6,12,1,0,70,17,19,25,15,0,0,1,1,1,0,1,0,1,0,1,0
132,8,2153,32,67,0,1,37,15,29,23,52,19,49,1,7,1,1,1,0,1,0,1,0,32,29,18,15,1,6,0,0,1,65,17,25,25,15,1,0,1,0,1,0,0,1,1,1,0,1
132,6,2125,40,65,4,1,44,8,24,24,51,19,35,0,7,0,0,0,0,0,1,1,0,33,29,18,18,1,13,1,0,1,65,17,39,45,8,1,1,0,1,0,0,1,1,1,1,0,1
132,74,2124,38,51,17,1,36,13,30,21,54,19,51,1,7,0,0,1,1,0,1,1,0,33,31,8,13,0,22,1,25,0,78,17,18,45,15,0,0,0,0,0,0,0,1,1,1,1,0
132,73,2116,29,62,13,2,49,8,18,12,57,19,41,1,8,0,1,0,1,1,1,1,1,3,33,13,8,24,13,5,1,1,70,11,16,41,8,4,1,1,0,0,1,0,0,1,0,1,0
132,43,2096,20,67,10,1,37,3,34,16,52,22,45,0,7,1,1,1,1,0,0,0,0,2,29,1,9,1,27,0,0,0,71,0,16,47,15,1,1,1,0,1,0,1,1,1,1,0,0
132,7,2095,33,43,7,1,50,14,28,9,54,19,32,0,7,0,1,1,1,1,1,0,1,30,33,6,13,14,27,12,0,0,81,19,34,33,7,1,1,0,1,0,0,1,0,1,1,0,1
132,88,2086,15,47,14,4,35,20,24,7,49,27,29,1,5,1,1,0,1,1,0,0,0,6,40,11,9,23,24,4,25,1,80,13,23,40,1,1,0,0,1,0,1,0,1,1,0,1,1
132,28,2070,20,46,5,1,41,11,30,27,54,17,45,0,7,0,1,1,0,1,1,1,1,33,37,21,12,1,23,6,22,0,72,0,30,41,7,1,0,0,1,0,1,0,1,0,0,1,1
132,4,2066,24,67,15,1,46,8,29,7,31,16,45,0,4,1,0,1,1,0,1,1,0,7,38,5,13,25,14,2,13,1,89,1,16,39,8,0,0,0,1,1,1,0,1,1,0,0,1
132,46,2051,33,43,14,1,40,14,29,27,33,17,42,0,7,1,0,0,1,1,0,0,0,8,18,14,2,15,28,15,22,1,81,12,21,41,7,1,0,1,1,0,1,1,1,1,1,0,1
132,84,2036,34,46,1,7,38,7,30,19,54,17,45,1,7,1,1,1,0,0,0,0,0,37,37,19,8,16,18,0,22,1,86,17,34,45,15,1,1,1,0,1,1,0,1,0,1,1,0
132,41,2030,28,62,5,1,37,11,39,18,54,15,37,0,7,1,0,0,1,1,1,1,1,33,42,18,8,19,16,1,0,1,72,21,30,30,15,1,1,0,0,1,0,0,0,1,0,1,1
132,34,2019,43,65,11,1,37,26,24,19,33,17,45,0,7,0,0,0,1,1,1,0,0,32,36,18,12,0,23,7,22,1,84,13,27,46,15,0,0,0,1,0,0,1,0,0,1,0,1
132,70,2013,43,70,8,8,41,0,24,7,54,15,45,1,7,0,1,1,1,1,1,1,1,8,33,1,13,1,8,13,13,1,84,0,21,25,15,1,0,0,0,0,0,0,0,0,0,1,1
132,27,2003,28,62,6,4,38,8,39,18,39,16,44,1,7,0,0,1,1,1,1,1,1,32,42,18,20,14,16,8,0,0,65,17,21,44,8,1,0,0,0,1,1,1,1,1,1,0,1
132,55,1977,29,46,8,7,37,36,33,19,27,20,35,1,7,1,0,1,1,0,1,1,1,8,18,0,5,0,19,9,32,0,81,0,14,43,2,0,1,0,1,1,1,1,1,1,1,0,1
132,86,1956,17,35,8,5,52,25,26,7,42,28,31,0,7,1,0,0,0,1,1,1,0,10,35,8,0,13,27,3,28,1,80,13,17,38,13,1,1,0,1,0,0,1,1,1,1,1,1
132,75,1953,40,46,4,0,45,5,26,24,51,17,44,0,7,0,0,1,0,1,0,0,1,13,29,14,18,1,13,1,22,0,65,21,21,41,7,1,1,0,0,0,0,0,0,1,0,1,1
132,78,1953,24,53,10,1,37,12,33,23,52,15,47,1,7,0,1,0,1,1,0,0,0,30,37,15,1,1,19,0,1,1,84,0,13,39,15,1,1,1,0,0,0,0,0,1,0,0,1
132,90,1951,21,40,8,4,48,25,19,11,45,24,33,1,4,1,0,1,1,0,1,1,0,9,29,3,2,13,28,5,31,1,63,15,19,42,3,3,1,1,1,1,0,0,1,1,1,0,1
132,52,1926,33,51,15,1,46,8,29,9,31,16,42,1,7,0,0,0,1,1,1,0,0,36,28,21,8,25,23,2,0,1,89,12,30,39,7,1,0,0,1,1,0,0,1,1,0,0,0
132,9,1925,24,67,13,1,46,8,29,27,31,14,45,0,4,0,1,1,0,0,0,1,0,7,38,5,13,25,13,10,22,0,89,1,21,39,8,4,1,1,1,0,1,0,1,1,0,0,0
132,53,1908,24,67,6,0,38,8,34,19,47,17,43,1,5,1,1,1,0,1,1,1,1,10,21,15,8,10,14,1,0,0,81,0,34,44,7,0,0,0,0,1,0,0,1,0,1,0,0
132,69,1787,51,74,8,1,50,11,35,13,57,27,45,1,7,1,1,0,0,1,1,0,1,31,32,10,16,1,19,4,13,0,95,6,21,37,15,8,1,1,1,0,1,1,0,0,1,0,1
132,92,1723,18,44,4,4,48,22,29,7,42,25,37,0,7,0,1,0,0,0,1,0,0,5,29,14,4,24,11,2,17,0,76,16,21,39,7,4,0,0,1,1,1,0,1,1,1,0,1
132,87,1620,20,30,7,2,61,35,24,9,32,19,28,0,8,1,1,0,0,0,1,1,1,1,33,12,1,9,12,4,31,0,68,20,18,39,9,3,1,1,0,0,0,1,0,0,1,1,1
132,33,1496,43,31,10,5,37,21,18,19,51,24,34,0,7,0,1,0,0,1,1,1,0,3,18,18,15,24,25,5,37,1,52,6,16,40,15,4,1,1,0,0,0,1,1,0,1,1,0
132,56,1370,32,67,5,1,37,8,29,9,54,19,32,0,7,0,1,0,0,1,1,0,1,33,33,2,0,1,27,0,18,1,74,17,34,30,15,1,1,1,1,1,1,0,0,1,0,0,1
132,79,1215,36,51,15,0,50,10,30,19,54,18,32,1,7,1,0,0,1,0,0,1,1,34,18,5,8,15,27,1,18,1,84,17,34,35,7,0,0,1,1,0,0,0,1,1,1,1,0
132,24,1152,29,46,9,7,36,13,18,19,52,22,45,0,7,1,0,1,1,1,1,1,1,7,37,9,12,9,28,0,0,0,82,1,34,44,15,0,1,1,0,1,0,0,0,0,1,0,0
132,66,1129,52,62,7,4,41,11,32,19,45,15,45,0,7,1,1,0,0,0,0,0,0,36,32,16,11,13,18,4,13,1,84,6,18,37,15,0,1,1,1,1,0,0,1,1,0,0,0
133,16,3415,20,43,14,0,37,4,29,20,54,17,45,0,7,1,1,1,1,0,1,1,0,30,38,5,13,0,23,2,1,1,91,19,34,41,15,0,0,0,1,1,0,0,1,0,1,1,1
133,28,3122,23,67,10,1,36,8,34,21,41,16,45,0,7,0,0,1,0,0,0,0,0,32,18,14,0,14,12,8,22,0,65,20,16,41,8,0,0,0,1,0,0,0,0,1,0,0,0
133,4,3086,28,62,8,1,41,8,29,7,31,13,45,0,7,0,0,1,1,0,1,1,0,8,38,2,20,13,14,8,11,1,65,21,21,39,8,0,0,0,0,1,1,1,1,1,0,0,1
133,63,3052,19,67,14,0,43,4,25,30,51,17,47,1,7,0,0,1,0,0,1,0,0,34,18,19,21,14,12,10,0,0,65,17,20,44,8,0,1,1,1,0,1,1,0,1,1,0,1
133,53,2998,19,44,6,1,38,8,34,27,41,19,45,0,7,0,0,1,1,0,1,1,0,32,18,1,15,1,9,0,22,0,81,0,21,47,8,4,0,0,1,0,1,0,1,0,1,1,0
133,87,2975,17,45,7,3,45,37,25,15,23,28,38,0,8,0,0,1,0,1,0,1,0,9,16,2,7,10,22,4,34,0,91,13,17,40,11,3,1,1,0,0,0,1,0,1,1,1,0
133,13,2928,22,45,12,5,33,4,34,19,54,17,45,0,5,0,1,1,0,0,1,1,0,10,23,14,7,0,12,6,22,0,81,0,11,41,7,0,0,0,1,1,0,0,1,0,0,1,0
133,66,2926,41,62,14,0,41,4,39,14,54,17,44,1,7,1,0,0,0,1,0,0,1,33,34,21,20,1,18,0,13,0,84,19,21,47,7,0,0,1,0,1,1,1,0,0,1,1,0
133,56,2922,25,67,7,8,42,3,34,19,33,18,39,1,7,0,1,0,1,0,1,0,1,30,30,18,13,24,10,7,1,1,87,1,21,25,7,1,0,0,1,1,0,0,0,1,0,0,1
133,52,2897,33,62,5,1,38,13,22,9,44,20,38,0,7,0,1,1,1,1,1,0,1,33,33,5,15,6,23,0,1,0,72,17,34,30,7,1,0,1,1,1,0,0,1,1,1,1,1
133,30,2879,20,46,9,7,35,11,21,19,47,17,38,0,7,0,0,0,1,0,1,1,1,35,37,16,14,10,6,1,0,1,81,0,32,49,7,1,1,1,0,1,1,1,1,0,1,0,1
133,36,2871,38,49,15,1,35,8,29,7,54,15,45,0,7,1,1,1,1,0,0,0,1,33,38,21,13,0,14,2,1,0,81,12,20,45,8,1,0,0,1,1,0,1,0,1,0,1,0
133,38,2847,33,43,14,1,37,8,25,24,54,17,45,0,7,1,1,1,1,0,1,1,1,34,29,9,12,1,13,12,0,1,81,0,34,44,7,0,0,0,1,0,1,0,1,0,1,1,1
133,39,2829,38,67,6,1,37,8,34,19,54,15,45,1,5,0,0,1,1,1,1,0,0,33,21,18,6,1,15,8,0,0,63,17,19,44,15,1,0,0,1,1,0,0,0,1,1,1,1
133,11,2821,22,62,5,4,33,35,30,27,54,17,38,0,7,0,1,1,1,1,1,0,0,10,23,9,7,6,9,6,1,1,81,17,26,41,7,1,0,1,1,0,0,0,0,0,1,1,0
133,27,2791,24,67,14,1,40,11,34,9,41,16,45,0,7,0,0,1,1,0,1,0,0,33,18,14,0,0,21,1,22,1,70,0,19,45,15,0,1,0,0,1,0,0,0,0,0,1,0
133,65,2791,26,67,19,1,40,8,25,8,41,20,47,0,7,0,1,1,1,0,0,1,0,7,18,5,1,14,12,10,19,1,67,19,21,41,7,1,1,0,0,0,1,0,1,0,1,0,1
133,20,2762,33,51,5,1,37,11,34,9,52,19,45,0,7,0,0,0,0,1,1,1,1,33,33,21,8,15,23,0,0,0,72,12,21,51,15,4,0,0,1,1,1,0,1,1,1,0,0
133,62,2744,33,61,15,5,37,8,21,21,47,19,42,0,7,1,0,1,1,0,1,1,1,37,41,21,13,1,14,0,13,0,81,1,31,26,7,1,0,1,1,0,1,1,1,0,1,0,1
133,69,2741,34,67,8,0,34,10,24,16,49,17,45,1,7,0,1,0,0,1,1,0,1,32,24,16,3,12,8,0,1,0,74,0,31,25,8,0,0,0,1,0,1,0,1,1,0,0,1
133,24,2723,25,67,14,1,39,4,34,18,54,16,44,0,5,0,1,0,1,1,1,0,0,6,21,18,20,1,16,8,37,0,65,23,15,44,8,4,0,0,0,1,0,0,0,1,0,1,0
133,25,2688,20,67,0,5,35,15,28,16,54,17,38,1,7,0,1,0,0,1,1,0,1,34,39,16,13,10,6,1,1,1,81,1,31,23,8,0,1,0,1,0,1,1,1,0,1,1,1
133,17,2679,20,45,14,4,41,35,34,18,51,17,45,0,5,0,1,0,1,0,1,0,0,8,23,15,7,0,16,10,22,0,81,26,21,44,7,4,1,0,1,0,1,0,1,0,0,1,0
133,2,2600,38,50,6,1,37,11,36,9,54,15,42,0,7,0,0,1,1,0,1,0,0,33,33,21,8,0,23,1,0,0,81,17,19,45,15,1,0,0,1,1,0,0,0,1,0,1,0
133,37,2543,24,67,8,0,40,8,34,24,52,16,45,0,7,0,0,1,0,1,1,1,1,8,18,1,2,14,27,10,22,0,65,17,18,25,15,0,0,0,0,0,1,1,1,1,0,0,1
133,42,2539,20,62,14,1,41,4,39,18,54,17,44,0,7,0,1,0,0,0,1,0,1,8,39,15,20,1,16,10,22,0,70,21,26,44,7,4,1,0,1,1,1,0,1,0,0,1,1
133,79,2538,18,62,14,4,41,4,43,22,45,15,45,1,7,1,1,0,0,0,0,0,0,4,42,15,20,1,28,15,1,0,70,21,21,44,7,0,0,0,0,1,1,0,0,0,0,1,1
133,3,2513,33,51,5,1,37,11,36,9,54,15,42,0,7,0,0,1,1,1,1,0,1,33,33,21,8,15,23,1,0,0,72,12,30,30,7,1,0,0,1,1,0,0,1,1,1,0,0
133,9,2493,20,62,14,1,41,8,25,6,31,13,45,1,7,0,0,0,1,1,0,1,1,8,38,2,20,0,23,6,1,1,81,16,21,39,8,0,0,0,0,1,1,1,1,0,0,1,1
133,54,2490,38,46,1,1,36,8,25,24,54,20,42,0,7,1,1,1,1,1,1,1,1,34,33,21,12,1,13,12,1,1,81,16,19,45,15,1,0,0,1,0,1,0,1,1,0,1,1
133,85,2488,19,34,0,2,64,21,15,8,56,18,32,1,8,1,0,0,1,0,0,0,0,8,30,4,8,3,21,4,34,0,61,10,25,36,15,2,0,1,0,0,0,0,0,0,1,1,0
133,95,2470,24,43,3,0,54,20,28,8,44,26,32,0,6,1,0,1,0,1,1,0,1,2,35,14,4,15,16,5,15,1,69,7,18,46,5,1,1,1,0,1,0,1,1,1,0,1,1
133,92,2468,30,48,9,4,39,37,15,8,40,22,34,0,4,0,0,0,0,0,1,0,0,0,37,1,10,6,18,4,23,1,59,9,20,37,9,3,0,0,1,0,0,1,0,1,1,0,1
133,73,2456,21,46,6,1,38,4,36,9,52,15,47,0,7,0,1,0,1,0,0,1,1,2,22,22,13,0,22,1,0,1,81,1,14,45,15,0,0,1,1,0,0,0,0,1,0,0,0
133,78,2444,25,64,14,12,37,7,24,24,46,20,47,0,7,1,0,0,0,1,0,0,0,2,22,18,13,1,24,10,1,1,85,0,21,28,8,0,0,0,1,0,0,0,1,0,1,0,1
133,22,2430,20,42,0,1,37,20,28,16,54,17,32,0,7,1,0,1,1,1,1,0,0,33,28,16,13,10,16,1,1,0,81,1,34,44,7,0,1,1,1,1,1,1,0,1,0,0,0
133,33,2430,25,62,4,0,49,20,24,8,44,19,40,0,7,1,1,1,0,1,0,0,1,33,33,5,15,6,9,1,0,0,83,22,36,25,7,1,1,1,0,0,0,1,0,1,1,0,1
133,76,2430,18,43,4,6,37,3,33,22,54,20,34,1,7,1,0,1,1,0,0,0,1,29,28,13,12,15,23,0,0,1,81,19,18,40,15,1,1,1,0,0,1,1,0,0,1,0,1
133,18,2412,29,45,14,0,34,35,30,27,21,15,45,0,7,1,1,1,0,0,1,1,0,10,11,13,10,10,22,9,22,0,65,23,25,43,7,1,0,0,0,0,0,0,0,0,1,1,0
133,49,2400,43,67,4,0,49,15,29,20,59,17,45,0,7,1,0,1,0,0,1,1,1,7,30,5,8,18,16,1,37,0,91,1,36,39,7,1,0,0,0,1,1,1,1,0,0,0,1
133,6,2384,20,43,14,1,37,8,25,8,54,17,45,1,7,0,1,1,1,0,1,0,0,30,33,5,12,0,23,6,1,1,81,19,34,41,7,1,0,0,1,0,0,0,1,0,1,1,1
133,68,2378,36,66,0,0,41,13,26,16,33,20,45,0,7,0,1,0,1,1,0,0,1,34,39,14,4,15,12,1,22,1,81,1,31,45,8,0,1,0,1,0,1,1,0,0,0,0,1
133,44,2369,20,62,5,1,34,9,34,9,54,19,42,0,7,0,0,0,1,1,0,0,1,33,33,21,8,15,28,1,13,0,72,16,41,30,7,0,1,0,1,1,0,1,0,0,1,0,1
133,43,2352,22,62,14,1,38,4,39,16,44,17,44,1,7,0,1,0,1,1,0,0,1,38,42,15,20,1,9,0,22,0,70,17,21,44,7,4,0,1,0,1,0,0,0,0,1,0,1
133,29,2328,28,62,8,1,41,12,34,7,31,13,42,0,7,0,1,0,1,0,0,1,1,12,38,21,6,13,18,1,0,1,65,21,21,26,8,0,0,0,0,1,1,1,0,1,1,1,1
133,47,2315,30,62,5,1,37,8,19,27,41,20,38,1,7,0,1,1,1,0,0,0,0,43,33,5,14,6,9,0,22,1,70,17,21,44,7,1,1,1,1,0,0,1,0,1,0,1,0
133,21,2308,24,64,6,1,38,4,34,19,41,16,45,0,7,0,0,1,0,1,1,0,1,8,30,18,1,14,12,8,22,0,65,17,16,41,7,0,0,0,1,0,1,0,0,0,0,0,0
133,88,2307,28,45,4,1,50,33,11,14,42,25,35,0,5,0,1,0,0,0,1,1,1,4,39,6,5,14,14,5,11,0,85,10,17,50,5,3,1,1,1,1,1,0,1,0,0,1,1
133,93,2307,21,49,15,1,35,27,18,6,49,21,32,1,4,1,1,1,0,1,0,1,0,1,29,14,10,22,12,2,13,0,81,7,21,46,14,2,0,0,1,1,0,0,1,0,0,0,1
133,90,2300,17,48,14,1,37,38,17,9,36,19,37,1,4,1,0,1,0,0,0,0,1,0,38,10,10,0,18,1,12,1,64,17,16,46,1,3,0,1,0,0,1,0,0,1,0,1,0
133,91,2277,23,36,3,3,58,21,26,5,48,21,35,1,4,1,0,0,1,1,0,1,1,3,12,6,3,23,18,4,25,0,72,17,24,47,5,3,1,0,0,1,1,1,1,0,1,1,0
133,15,2275,24,49,5,0,37,11,29,9,54,15,42,1,7,0,0,1,1,1,0,0,1,33,33,21,8,19,14,2,1,1,69,11,25,30,8,1,0,0,1,1,0,0,1,0,1,0,0
133,19,2274,32,51,14,1,37,8,30,9,54,15,42,0,7,1,1,1,0,1,0,0,0,33,33,18,14,17,27,1,0,0,72,12,19,44,7,1,1,0,1,1,0,0,1,1,1,1,0
133,61,2273,38,72,13,1,31,3,31,15,54,15,35,0,7,0,0,0,0,0,0,0,0,3,18,21,8,0,18,0,18,1,53,0,21,41,8,0,1,1,0,1,1,1,1,1,1,1,0
133,5,2270,22,45,14,4,33,35,30,27,54,17,45,0,5,0,1,1,1,0,1,1,0,10,23,14,7,0,22,6,22,0,81,1,25,41,7,1,0,1,1,0,0,0,0,0,0,1,0
133,94,2259,26,45,7,0,48,40,12,6,42,22,34,0,6,1,0,1,1,1,0,0,1,7,24,2,0,5,24,4,13,0,70,16,18,36,4,3,1,1,1,0,0,1,0,0,1,0,1
133,96,2254,16,36,3,1,60,23,18,14,45,24,31,1,7,0,1,0,1,1,0,1,1,8,25,1,0,3,10,5,31,0,74,6,16,41,12,2,1,0,0,0,0,1,0,1,0,0,0
133,81,2247,33,63,5,1,49,12,24,8,62,19,45,0,7,1,1,1,1,1,0,0,1,28,28,21,10,16,16,0,0,0,66,1,36,21,7,0,1,0,1,1,1,0,1,0,0,1,1
133,77,2244,29,26,14,0,37,13,15,6,51,20,38,0,8,1,1,0,1,0,1,0,0,38,34,9,15,1,5,0,0,1,55,12,16,25,7,1,0,0,1,1,1,1,0,0,1,1,1
133,50,2239,27,49,8,1,39,8,39,19,54,15,45,1,7,0,0,1,1,1,0,0,1,33,38,18,13,1,22,12,0,1,69,12,19,30,8,1,0,1,0,1,0,1,1,1,1,0,0
133,48,2228,34,67,0,0,34,8,24,19,54,14,45,1,7,0,0,0,0,1,0,0,0,34,24,0,2,14,6,1,1,1,82,17,18,25,15,0,0,0,1,0,1,1,1,1,0,1,1
133,75,2211,29,32,12,0,41,8,26,11,56,15,35,1,8,1,1,1,1,1,0,0,0,10,41,12,15,13,14,8,14,1,55,6,21,41,8,1,0,0,0,0,0,1,0,0,0,1,1
133,71,2199,20,34,15,1,52,39,39,19,52,27,35,0,6,0,0,0,0,1,0,1,1,3,22,15,5,11,16,4,20,0,68,21,21,48,14,2,1,1,0,0,1,1,1,0,0,0,1
133,40,2193,20,67,9,1,37,4,34,9,41,16,42,0,7,0,0,1,0,1,1,0,0,8,29,18,2,14,28,10,13,1,65,0,37,41,7,0,1,0,0,1,1,0,1,1,0,0,1
133,80,2191,21,62,12,7,37,14,33,9,38,15,39,0,7,0,1,0,1,1,1,1,1,33,30,14,2,14,28,13,37,1,84,17,21,41,8,1,0,0,0,0,1,0,0,0,0,0,1
133,55,2185,29,68,12,12,36,10,40,9,23,15,39,0,7,1,1,1,0,0,0,1,0,12,11,23,10,19,21,4,0,0,65,0,21,45,8,0,1,1,1,0,0,0,0,1,1,0,0
133,58,2176,29,42,8,1,40,6,35,27,50,15,42,0,7,0,1,0,0,0,1,1,1,10,41,12,20,0,11,8,22,0,81,6,21,48,7,1,1,1,0,0,0,0,1,0,1,1,0
133,45,2167,28,49,8,1,37,4,25,7,31,15,45,0,7,1,0,0,1,0,1,1,1,33,38,21,20,16,11,8,1,0,69,23,21,30,8,0,0,1,1,1,1,0,1,1,1,0,0
133,70,2164,24,51,7,1,37,14,36,27,57,19,54,0,7,1,0,0,0,1,1,0,0,33,40,5,8,0,13,1,22,0,81,17,16,47,7,7,0,1,1,1,0,1,0,0,1,0,0
133,57,2158,38,48,6,0,39,42,34,4,54,15,42,0,7,1,0,1,0,1,0,1,0,33,18,21,8,2,28,1,13,0,86,7,30,30,7,6,0,1,1,0,1,0,0,1,1,0,0
133,59,2151,38,46,9,1,41,8,39,19,54,15,41,1,7,1,0,1,1,1,1,0,1,33,37,20,24,0,22,10,0,0,82,19,15,47,15,0,1,1,0,0,0,1,1,0,0,0,0
133,10,2138,24,46,9,0,38,8,21,19,47,20,45,0,7,1,0,1,1,1,1,1,0,32,30,18,12,14,12,8,37,0,81,1,16,25,8,0,1,0,0,1,0,1,0,1,1,0,0
133,64,2130,29,26,5,0,38,3,24,28,30,16,45,1,5,0,0,0,0,1,1,0,0,33,29,15,13,0,18,0,18,0,62,1,16,45,8,1,0,1,1,0,1,1,1,1,0,1,1
133,84,2119,33,62,10,1,43,11,36,7,31,13,42,1,7,0,1,1,1,1,0,0,0,4,33,21,6,11,12,1,11,1,65,21,30,39,8,1,0,0,0,0,1,0,1,0,1,0,0
133,31,2107,22,67,8,0,37,8,30,19,41,17,45,0,5,1,1,1,1,0,0,1,1,10,21,14,7,1,22,6,22,1,63,0,15,41,7,1,0,0,0,0,0,0,0,1,1,0,0
