Generacja,Bot_ID,Punkty,town_size,wood_percent,gold_percent,stone_percent,feudal_vills,castle_vills,boar_hunting,boar_hunters,max_lumber_camps,max_mining_camps,build_market,build_blacksmith,build_archery,build_stable,build_tower,militia_count,archer_count,skirm_count,scout_count,attack_percent,tech_loom,tech_wheelbarrow,tech_double_axe,tech_horse_collar,tech_gold_mining,tech_fletching,tech_padded_archer,tech_forging,tech_scale_mail,tech_bloodlines
29,3,2227,29,48,24,0,25,46,0,8,1,3,0,0,0,1,1,2,4,9,4,69,0,0,0,0,0,0,0,0,0,0
30,1,1000,29,48,24,0,23,45,0,8,1,3,0,0,0,1,0,2,4,9,4,69,1,0,0,0,1,1,0,1,1,0
30,2,1000,29,48,21,0,23,47,1,8,1,3,0,0,0,0,0,2,4,11,2,69,1,0,0,0,1,0,0,0,0,0
30,3,1000,29,48,21,0,25,47,1,8,1,3,0,0,0,1,0,3,4,9,4,69,1,0,0,0,1,0,1,1,1,0
30,4,1000,29,48,24,0,25,46,1,8,1,3,0,0,1,0,1,2,4,9,4,69,1,0,0,0,1,0,0,0,0,0
30,5,1000,29,48,24,0,23,46,1,8,1,3,0,0,0,1,1,2,4,9,4,69,1,0,0,0,1,1,0,1,0,1
30,6,1000,29,48,21,0,25,46,1,8,1,3,0,0,0,0,1,3,4,9,4,69,1,0,0,0,1,0,1,0,0,0
30,7,1000,30,48,21,0,23,47,0,8,1,3,0,0,0,1,0,2,4,9,4,69,1,0,1,0,1,0,0,1,1,0
31,6,3173,29,48,24,0,26,46,1,8,1,3,0,0,0,1,0,2,4,9,4,69,1,0,0,0,1,0,1,0,0,0
31,2,2995,29,48,24,0,23,47,1,8,1,3,0,0,0,0,0,2,4,9,4,69,1,0,0,0,0,1,0,1,1,0
31,1,2954,29,48,21,0,23,45,1,8,1,3,0,0,1,1,0,2,4,11,4,69,1,0,0,0,1,1,0,0,1,0
31,7,2850,29,53,24,0,23,45,1,8,1,3,0,0,0,1,0,2,4,9,4,60,1,1,0,0,1,1,0,1,1,0
31,4,2687,29,48,21,0,23,47,1,8,1,3,0,0,0,1,0,1,4,8,3,69,1,0,0,0,1,0,1,0,1,0
31,3,2551,29,48,24,0,25,46,0,8,1,3,0,0,1,0,0,2,4,9,4,69,1,0,0,0,1,0,0,0,1,0
31,5,2464,29,48,24,0,25,47,1,8,1,3,0,0,0,1,0,1,4,11,2,69,1,0,0,0,1,0,0,0,0,0
32,1,1000,29,48,24,0,26,46,1,8,1,3,0,0,0,0,0,2,4,9,4,69,1,0,0,0,0,0,0,1,1,0
32,2,1000,29,48,24,0,26,45,1,8,1,3,0,0,0,1,0,2,4,11,4,69,1,0,0,0,1,0,1,0,0,0
32,3,1000,29,53,27,0,23,45,1,8,1,3,0,0,0,1,0,2,4,9,2,60,1,0,0,0,1,0,0,1,1,0
32,4,1000,29,48,24,0,23,47,1,8,1,3,1,0,0,0,0,2,4,11,4,69,1,0,0,0,0,0,0,1,1,1
32,5,1000,29,53,24,2,23,45,0,8,1,3,0,0,0,1,0,2,4,9,4,60,1,1,0,0,1,1,0,1,1,0
32,6,1000,29,48,19,0,23,45,1,8,1,3,0,0,0,1,0,2,4,11,5,69,1,0,0,0,1,1,0,1,1,0
32,7,1000,29,48,24,0,26,46,1,8,1,3,0,0,0,1,0,2,4,9,4,69,1,1,0,0,1,0,1,0,0,0
33,2,1866,29,55,27,0,23,45,1,8,1,3,0,0,0,1,0,4,4,9,2,60,1,0,0,1,0,0,1,1,1,0
33,7,1836,29,48,24,0,26,46,1,8,1,3,0,0,0,0,0,2,4,9,4,69,1,0,0,1,0,0,0,1,1,0
33,4,1820,29,48,24,0,27,45,1,8,1,3,1,0,0,1,0,2,4,11,4,69,1,0,0,0,1,0,1,0,0,0
33,1,1779,29,48,24,0,26,45,1,8,1,3,0,1,0,0,0,2,4,9,4,69,1,0,0,0,1,0,1,1,0,0
33,6,1706,29,53,24,0,23,45,1,8,1,3,0,0,0,0,1,2,4,11,4,69,1,0,0,0,1,0,0,1,1,1
33,5,1683,29,48,24,0,23,45,1,8,1,3,0,0,0,1,0,2,4,11,4,69,1,1,0,0,1,0,1,0,0,0
33,3,1681,29,48,24,0,23,46,1,8,1,3,0,0,0,0,0,2,4,11,4,69,1,0,0,0,0,0,0,1,1,0
34,2,3132,29,48,27,0,23,45,1,8,1,3,1,0,0,1,0,4,4,9,4,69,1,0,0,0,0,0,1,0,1,0
34,4,3102,29,48,24,0,27,46,1,8,1,3,0,0,0,1,0,2,4,9,4,69,1,0,0,0,0,0,1,0,1,0
34,5,3060,29,48,24,0,26,46,1,8,1,3,0,0,0,0,0,2,4,9,4,69,1,0,0,1,0,0,1,1,0,0
34,6,3013,29,48,24,0,27,45,1,8,1,3,0,0,0,1,0,2,4,9,4,69,1,0,0,0,1,0,1,1,0,0
34,1,2982,29,55,24,0,26,46,1,8,1,3,0,1,0,1,0,4,4,9,2,69,0,0,0,1,0,0,1,0,1,0
34,7,2939,29,55,27,0,23,45,1,8,1,3,0,0,0,1,0,4,4,9,2,60,1,0,0,1,0,0,1,1,1,0
34,3,2093,29,48,24,0,23,45,1,8,1,3,0,1,1,1,0,2,4,9,2,69,1,1,0,1,1,0,1,1,0,0
35,7,3131,29,48,27,0,23,45,1,8,1,3,1,0,0,1,0,4,4,9,4,69,1,0,0,0,0,0,1,0,1,0
35,3,3111,29,48,24,0,23,47,1,8,1,3,1,0,0,1,0,4,4,9,4,69,1,0,0,0,1,0,1,1,0,0
35,1,3059,29,44,27,0,23,46,1,8,1,3,1,0,0,1,0,1,4,7,4,69,1,0,0,0,0,0,1,0,1,0
35,2,2947,29,48,27,0,26,46,1,8,1,3,0,0,0,0,0,4,4,9,4,69,1,0,0,0,0,0,1,1,0,0
35,5,2924,29,48,24,0,27,46,1,8,1,3,0,0,0,1,0,2,4,9,4,69,1,0,0,0,0,0,1,1,1,0
35,4,1896,29,48,24,0,27,46,1,8,1,3,0,0,0,1,0,2,4,9,4,69,1,0,0,1,1,0,1,1,1,0
35,6,1668,29,48,24,0,27,45,1,8,1,3,0,0,0,0,0,2,4,9,4,69,1,0,0,0,1,0,1,1,0,1
36,1,1000,29,48,24,0,23,45,1,8,1,3,1,0,0,1,0,4,4,9,4,69,1,0,0,0,1,0,1,0,0,0
36,2,1000,29,44,27,0,21,45,1,8,1,3,1,0,0,0,0,4,4,9,4,60,1,0,0,0,0,0,1,0,1,0
36,3,1000,29,48,27,0,26,45,1,8,1,3,1,0,0,0,0,4,4,9,3,69,1,0,0,0,0,1,1,0,1,0
36,4,1000,29,44,24,0,23,46,1,8,1,3,1,0,0,1,0,1,6,7,4,69,1,0,0,0,0,0,1,1,0,0
36,5,1000,29,48,27,0,26,46,1,8,1,3,0,0,0,0,0,4,4,9,4,69,1,0,0,0,0,0,1,1,0,0
36,6,1000,29,48,27,0,23,46,1,8,1,3,0,1,0,0,0,1,4,7,4,69,1,0,0,0,0,0,1,0,1,0
36,7,1000,29,48,27,0,23,45,1,8,1,3,1,0,0,1,0,4,4,9,4,69,1,0,0,0,0,0,1,0,1,0
37,6,3136,29,48,27,0,26,45,1,8,1,3,1,0,0,1,0,1,6,7,3,78,1,0,1,0,0,0,1,1,0,0
37,2,3036,29,48,27,0,23,45,1,8,1,3,1,0,0,0,0,4,4,9,3,69,1,0,0,0,0,1,1,0,0,0
37,7,3016,29,48,24,0,23,45,1,8,1,3,1,0,0,1,0,4,4,9,4,69,1,0,0,0,1,0,1,0,0,0
37,1,3006,29,44,24,0,21,45,1,8,1,3,1,0,0,0,0,4,4,9,4,60,1,0,0,0,1,0,1,0,1,0
37,5,3004,29,44,24,0,21,46,1,8,1,3,1,0,0,0,0,1,6,7,4,69,1,0,0,0,0,0,1,0,1,0
37,4,2963,29,44,27,0,21,45,1,8,1,3,1,0,0,0,0,4,4,9,3,69,1,0,0,0,0,0,1,0,1,0
37,3,1431,29,48,24,0,23,48,1,8,1,3,1,0,0,1,0,4,4,7,4,69,1,0,0,0,0,0,1,1,0,0
38,6,3082,29,49,24,0,23,45,1,8,1,3,1,0,0,0,0,4,4,9,4,61,1,0,0,0,1,0,1,0,1,0
38,7,3061,29,48,27,0,27,45,1,8,1,3,1,0,0,1,0,1,6,7,3,78,1,0,1,0,0,0,1,1,0,0
38,1,2985,29,48,27,0,26,45,1,8,1,3,1,0,0,0,0,1,4,9,3,69,1,0,0,0,0,1,1,0,0,0
38,3,2963,29,48,24,0,26,45,1,8,1,3,1,0,0,1,0,2,6,7,4,60,1,0,0,0,0,0,1,1,1,0
38,2,2929,29,48,24,0,23,46,1,8,1,3,1,1,0,1,0,4,6,7,4,84,1,0,0,0,0,0,1,0,0,1
38,4,2905,29,48,24,0,23,45,1,8,1,3,1,0,0,0,0,4,4,9,4,69,1,0,0,0,0,1,1,0,0,0
38,5,1841,29,48,24,0,21,45,1,8,1,3,1,0,0,0,0,4,4,9,3,60,1,0,0,0,1,0,1,0,1,0
39,1,3131,29,49,24,0,27,45,1,8,1,3,1,0,0,0,1,5,4,7,4,63,1,0,1,0,1,1,1,1,1,0
39,6,3023,30,48,24,0,26,45,1,8,1,3,1,0,0,0,0,1,4,7,4,60,1,0,0,1,0,0,1,0,0,0
39,4,2995,29,48,27,0,27,45,1,8,1,3,1,0,0,0,0,1,4,7,3,69,1,0,1,0,0,0,1,0,0,0
39,5,2976,29,48,27,4,27,45,1,8,1,3,1,0,0,0,0,2,6,7,3,78,1,0,0,0,0,0,1,1,0,0
39,7,2960,30,49,24,0,23,45,1,8,1,3,1,0,0,0,0,4,4,9,4,61,0,0,0,0,1,0,1,0,1,0
39,2,2930,29,48,24,0,26,45,1,8,1,3,1,0,0,0,0,2,4,9,4,69,1,0,0,0,0,1,1,0,1,0
39,3,1949,29,49,24,0,23,45,1,8,1,3,1,0,0,1,0,4,4,7,4,60,1,0,0,0,1,0,1,1,1,0
40,2,3058,29,49,24,0,27,45,1,8,1,3,1,0,0,0,0,5,4,7,3,69,1,0,1,0,0,0,1,1,1,0
40,4,3039,30,48,27,0,27,45,1,6,1,3,0,0,0,0,0,1,4,7,3,69,1,0,1,0,0,0,1,0,0,0
40,5,3031,30,48,27,4,26,45,1,8,1,3,1,0,0,0,0,1,6,7,3,60,1,0,0,1,0,0,1,0,0,0
40,3,2975,29,48,24,0,27,45,1,8,1,3,1,0,0,0,1,2,4,7,4,63,1,1,0,0,0,1,1,1,0,0
40,7,2930,29,52,24,0,27,45,1,8,1,3,1,0,0,1,0,5,4,7,4,63,1,0,1,0,1,1,1,1,1,0
40,6,1932,29,48,27,0,27,45,1,8,1,3,1,0,0,0,0,1,4,7,3,69,1,1,0,0,0,0,1,1,0,0
40,1,1176,28,48,24,0,27,45,1,8,1,3,1,0,0,0,1,1,4,7,4,63,1,0,0,0,0,1,1,1,1,0
41,4,3206,31,48,27,0,26,45,1,6,1,3,0,0,0,0,0,1,6,7,3,69,1,0,1,1,0,0,0,0,0,0
41,5,3007,30,48,27,0,27,45,1,8,1,3,1,0,0,0,1,2,4,7,3,63,1,0,1,0,0,0,1,0,0,0
41,2,3005,29,49,24,0,27,45,1,8,1,3,1,0,0,0,0,1,4,7,3,60,1,0,1,0,0,0,1,1,1,0
41,6,2999,29,48,24,4,26,45,1,8,1,3,1,0,1,0,0,1,4,7,4,60,1,0,0,0,0,1,1,0,0,0
41,1,2995,29,49,27,0,28,45,1,6,1,3,0,0,0,0,0,5,4,7,3,69,0,0,1,0,0,0,1,1,1,0
41,7,2887,29,49,24,0,27,45,1,8,1,3,1,0,0,0,0,5,3,7,3,69,1,0,1,0,0,0,1,1,1,0
41,3,2145,29,48,24,0,27,45,1,8,1,3,1,0,0,0,0,2,4,7,3,63,1,1,1,0,0,1,1,1,0,0
42,4,3364,30,52,24,0,27,45,1,8,1,3,1,0,0,0,1,2,4,7,3,60,1,0,1,0,0,0,1,0,1,0
42,2,3099,31,48,27,0,26,45,1,6,1,3,1,0,0,0,0,1,6,7,3,60,1,0,1,0,0,0,0,1,0,0
42,3,3058,31,48,24,4,26,45,1,8,1,3,0,0,1,0,0,1,4,7,4,60,1,0,1,0,0,0,0,0,0,0
42,7,3027,31,48,27,0,26,45,1,6,1,3,0,0,0,0,0,1,6,7,3,69,1,0,1,1,0,0,1,0,0,0
42,5,2931,28,48,24,4,26,45,1,8,1,3,1,0,0,0,1,2,4,7,3,63,1,0,1,0,0,1,1,0,0,0
42,1,1779,30,48,27,0,27,45,0,8,1,3,0,0,0,0,0,2,4,7,3,69,1,0,1,0,0,1,0,1,0,0
42,6,1778,29,48,24,0,27,45,1,8,1,3,1,0,0,0,0,1,4,6,3,60,1,0,0,0,0,0,1,0,0,0
43,5,3173,31,48,27,0,26,45,1,6,1,3,0,0,0,1,0,1,6,7,3,60,1,0,1,0,0,0,1,1,0,0
43,4,3003,31,48,24,0,26,45,1,8,1,3,1,0,1,0,0,1,6,7,3,60,1,1,1,0,0,1,0,1,0,0
43,2,2971,31,52,24,0,26,45,1,8,1,3,0,0,0,0,1,2,4,7,3,60,1,0,1,0,0,0,0,0,1,0
43,7,2861,30,52,24,0,27,45,1,8,1,3,1,0,0,0,1,2,4,7,3,60,1,0,0,0,0,0,1,0,1,0
43,1,2794,31,48,27,0,27,45,1,6,1,3,1,0,0,0,1,2,6,7,3,60,1,0,1,0,0,0,0,1,0,0
43,6,2670,31,48,24,4,26,45,1,6,1,3,0,0,1,0,0,1,6,7,4,69,1,0,1,1,0,1,1,0,0,0
43,3,1719,31,48,27,0,27,45,1,8,1,3,1,0,0,0,0,2,4,7,3,69,1,0,1,1,0,0,1,0,0,0
44,1,1000,31,48,27,0,26,45,1,8,1,3,1,0,0,1,0,1,6,7,3,60,1,1,1,0,0,0,1,1,0,0
44,2,1000,31,52,24,0,26,45,1,8,1,3,0,0,0,0,1,2,4,7,3,60,1,0,1,0,0,0,1,1,1,0
44,3,1000,30,48,24,0,26,45,1,8,1,3,1,0,0,1,1,2,6,7,3,60,0,1,0,0,0,0,1,0,1,0
44,4,1000,30,48,24,0,26,45,1,8,1,3,0,0,0,0,1,1,4,7,5,63,1,1,1,0,0,1,0,0,1,0
44,5,1000,31,48,24,0,26,45,1,8,1,3,1,0,1,0,0,1,4,7,3,60,1,1,1,0,0,1,1,0,0,0
44,6,1000,31,52,24,0,27,45,1,8,1,3,0,0,0,0,1,2,4,7,3,60,1,0,0,0,0,0,1,1,1,0
44,7,1000,31,48,27,0,26,45,1,6,1,3,1,0,0,1,0,1,6,7,3,60,1,0,1,0,0,0,1,1,0,0
45,1,1000,31,47,24,0,26,45,1,8,1,3,1,0,0,1,1,2,4,7,3,60,1,0,0,0,0,0,1,1,0,0
45,2,1000,31,48,24,0,26,45,1,8,1,3,1,0,0,1,0,1,6,6,3,60,0,1,0,0,0,0,1,0,0,0
45,3,1000,30,48,24,0,26,45,1,8,1,3,1,0,0,1,0,1,4,7,3,60,1,1,1,0,0,1,0,0,1,0
45,4,1000,30,52,24,0,26,45,1,8,1,3,0,0,0,0,1,0,4,7,3,60,0,1,0,0,0,0,1,0,1,0
45,5,1000,30,48,24,0,26,45,1,8,1,3,0,0,0,0,1,2,4,7,5,60,1,1,1,0,0,1,0,1,1,0
45,6,1000,30,48,22,0,26,45,1,8,1,3,0,0,0,0,1,2,4,7,5,60,1,1,0,0,0,1,0,0,1,0
45,7,1000,31,48,27,0,26,45,1,8,1,3,1,0,0,1,0,1,6,7,3,60,1,1,1,0,0,0,0,1,0,0
46,1,3112,31,47,24,0,26,45,1,8,1,3,1,0,0,1,0,1,6,7,3,60,0,1,0,1,0,0,1,0,0,0
46,3,3032,31,52,24,0,24,45,1,8,1,3,0,0,0,1,1,0,4,7,3,60,1,0,0,0,0,0,1,1,1,0
46,2,3004,30,47,24,0,26,45,1,8,1,3,1,0,0,1,1,0,4,7,3,60,1,1,1,0,0,1,1,1,0,0
46,6,2995,30,52,24,4,26,45,1,8,1,3,1,0,0,1,0,0,4,7,3,60,1,1,1,0,0,0,0,0,1,0
46,4,2730,31,48,24,0,26,45,1,8,1,3,1,0,0,0,0,1,6,6,3,60,0,0,1,0,0,0,1,0,1,0
46,5,2520,31,48,24,0,26,45,1,8,1,3,0,0,0,1,0,1,4,7,2,60,0,1,1,1,0,0,1,1,1,0
46,7,1926,31,47,24,0,26,45,1,8,1,3,1,0,0,1,1,2,4,7,3,60,1,0,0,0,0,0,1,1,0,0
47,7,3179,31,47,24,0,26,45,1,8,1,3,1,1,0,1,0,1,6,7,3,60,0,1,0,1,0,0,1,0,0,0
47,3,3101,30,52,24,4,26,45,1,8,1,3,1,0,0,1,0,0,6,7,3,60,1,1,1,0,0,0,1,0,0,0
47,5,3069,32,52,24,4,26,45,1,8,1,3,1,0,0,1,1,0,4,7,3,60,1,1,0,0,0,0,1,0,1,0
47,1,3011,31,52,24,0,26,45,1,8,1,3,1,0,0,1,0,0,6,7,3,60,0,0,0,1,0,0,1,0,1,0
47,6,2998,30,51,24,4,26,45,1,8,1,3,1,0,0,1,1,0,4,7,3,60,1,1,1,0,0,0,1,0,1,0
47,4,2932,31,52,24,0,26,45,1,8,1,3,1,0,0,1,1,0,4,7,3,60,1,1,0,0,0,0,1,1,0,0
47,2,2869,31,47,24,0,26,45,1,8,1,3,1,0,0,1,1,1,4,7,3,60,0,1,0,0,0,1,1,1,0,0
48,1,1000,31,52,24,4,26,45,1,8,1,3,1,1,0,1,0,1,6,7,3,60,1,1,1,0,0,0,1,0,0,0
48,2,1000,32,56,24,0,26,45,1,8,1,3,1,1,0,1,1,1,6,7,3,60,1,1,0,0,0,0,1,0,1,0
48,3,1000,31,47,24,0,26,45,1,8,1,3,1,1,1,1,0,3,6,7,3,60,0,0,0,1,0,0,1,0,0,0
48,4,1000,32,52,24,4,26,45,1,8,1,3,1,0,0,1,0,0,4,7,3,60,1,1,0,0,0,0,1,0,1,0
48,5,1000,30,52,24,0,26,45,0,8,1,3,1,0,0,1,0,0,6,7,3,60,0,1,0,1,0,0,1,0,0,0
48,6,1000,31,52,24,0,26,45,1,8,1,3,1,0,0,1,0,0,6,7,3,60,1,1,0,0,0,0,1,0,1,1
48,7,1000,31,47,24,0,26,45,1,8,1,3,1,1,0,1,1,1,6,7,3,60,0,1,0,1,0,0,1,0,0,0
49,6,3191,31,47,24,4,26,45,1,8,1,3,1,1,0,1,0,0,4,7,3,60,1,0,0,1,0,0,1,0,0,1
49,7,3099,31,52,24,4,26,45,1,8,1,3,1,1,0,1,0,1,4,7,3,60,1,1,1,0,0,0,1,0,0,0
49,5,2982,32,52,24,0,26,45,1,8,1,3,1,1,0,1,0,1,6,7,3,61,1,1,0,0,0,0,1,0,1,0
49,2,2941,31,52,24,4,26,45,1,6,1,3,1,1,0,0,1,3,6,7,3,60,0,0,0,0,0,0,1,0,0,0
49,4,1844,31,47,24,0,26,45,1,8,1,3,1,1,0,1,0,1,6,7,3,60,1,1,0,1,0,0,1,0,0,0
49,3,1840,32,52,24,4,26,45,1,8,1,3,1,1,0,1,0,1,4,7,3,60,1,0,1,0,0,0,1,0,0,0
49,1,1176,32,52,24,0,26,45,1,8,1,3,1,1,0,1,0,1,6,7,3,60,1,1,0,0,0,0,1,0,1,0
50,1,1000,31,52,24,4,26,45,1,8,1,3,1,1,0,1,0,1,4,7,3,60,1,1,1,0,0,0,1,0,0,1
50,2,1000,32,47,24,4,26,45,1,8,1,3,1,1,0,1,0,0,4,7,3,60,1,0,0,1,0,0,1,0,1,1
50,3,1000,31,52,24,4,26,45,1,6,1,3,1,1,0,0,1,3,4,7,3,60,1,0,0,1,0,0,1,0,0,0
50,4,1000,32,52,24,0,26,45,1,8,1,3,1,1,0,1,0,1,4,7,3,62,1,0,0,0,0,0,1,0,1,0
50,5,1000,31,52,24,4,26,45,1,6,1,3,1,1,0,0,1,0,4,7,3,60,0,0,1,0,1,0,1,0,0,0
50,6,1000,32,52,24,4,26,45,1,6,1,3,1,0,0,1,1,1,6,7,3,60,1,0,0,0,0,0,1,0,1,0
50,7,1000,30,47,24,4,26,45,1,8,1,3,1,1,0,1,0,0,4,7,3,69,1,1,0,1,0,0,1,0,0,1
51,1,3168,31,52,24,4,27,45,1,8,1,3,1,1,0,1,0,0,4,7,3,60,1,0,0,1,0,0,1,0,1,1
51,7,3158,31,52,24,4,26,45,0,8,1,3,1,1,0,1,0,1,4,7,3,57,1,1,1,0,0,0,1,0,0,1
51,5,3078,32,52,24,0,26,45,1,8,1,3,1,1,0,1,0,1,4,7,3,60,1,0,0,0,0,0,1,0,1,1
51,4,2989,31,52,24,4,26,46,1,6,1,3,1,1,0,0,0,0,4,7,3,60,1,0,0,1,0,0,1,0,0,0
51,6,2932,31,54,24,4,26,45,1,6,1,3,1,1,0,1,0,1,4,7,3,60,1,0,0,0,0,0,1,0,0,1
51,3,2909,31,52,24,0,26,45,1,8,1,3,1,0,0,1,0,1,4,7,3,60,1,1,0,0,0,0,1,0,0,1
51,2,2638,31,52,24,4,26,45,1,6,1,3,1,1,0,1,1,1,4,7,3,60,0,0,1,0,0,0,1,0,0,1
52,4,3137,32,52,24,4,26,45,1,8,1,3,1,1,0,1,0,1,4,7,3,60,1,0,1,1,0,0,1,0,1,1
52,3,3098,31,52,24,4,26,45,1,8,1,3,1,1,0,0,0,0,4,7,3,60,1,0,0,1,1,0,1,0,1,1
52,1,3070,31,52,24,4,27,45,1,8,1,3,1,1,0,1,0,0,4,7,3,61,1,0,0,0,0,0,0,0,0,1
52,5,3056,31,52,24,4,26,45,0,8,1,3,1,1,0,0,0,2,4,7,3,57,1,1,1,0,0,0,0,0,0,0
52,2,2943,32,52,24,0,27,45,1,8,1,3,1,1,0,1,0,1,4,7,3,60,1,0,0,0,0,0,1,0,1,1
52,6,2893,31,52,24,0,26,46,1,8,1,3,1,1,0,1,0,1,4,7,3,60,1,0,0,0,0,0,1,0,0,0
52,7,1809,31,52,24,4,27,45,1,8,1,3,1,1,0,1,0,0,4,7,3,60,1,0,0,1,0,0,1,0,1,1
53,5,3079,31,52,23,2,26,45,1,8,1,3,1,1,0,0,0,2,4,7,3,57,0,0,1,0,0,0,1,0,1,1
53,1,3056,32,52,24,4,26,45,1,8,1,3,1,1,1,1,0,0,4,7,3,60,1,0,0,1,0,0,1,0,1,1
53,3,3041,32,52,24,4,26,45,1,8,1,3,1,1,0,0,0,0,4,7,3,57,1,0,1,1,0,0,0,0,0,1
53,2,3029,32,48,24,4,27,45,1,8,1,3,1,0,0,1,0,0,4,7,3,60,1,0,1,0,0,0,1,0,0,1
53,4,3021,31,52,24,4,26,45,1,8,1,3,1,1,0,0,0,0,4,7,3,61,1,0,0,0,0,0,1,0,1,1
53,7,2984,32,52,24,4,26,45,1,8,1,3,1,1,0,1,0,1,4,7,3,60,1,0,1,1,0,0,1,0,1,1
53,6,1690,31,52,24,4,27,45,1,8,1,3,1,1,0,1,0,2,4,7,3,61,1,0,0,0,0,0,0,0,0,1
54,1,1000,31,52,24,4,26,45,1,8,1,3,1,1,1,0,0,0,4,7,3,60,0,0,0,0,0,0,1,0,1,1
54,2,1000,31,52,23,4,26,45,1,8,1,3,1,1,0,0,0,0,4,7,3,57,0,0,1,1,0,0,0,0,1,1
54,3,1000,32,48,24,2,26,45,1,8,1,3,1,0,0,0,0,0,4,7,3,57,1,0,1,1,0,0,1,0,1,1
54,4,1000,32,52,24,6,26,45,1,8,1,3,1,1,1,0,0,0,4,7,3,57,1,0,0,1,0,0,1,0,0,1
54,5,1000,32,50,24,4,27,45,1,8,1,3,1,0,1,1,0,0,4,7,3,60,1,0,0,1,0,0,1,0,1,0
54,6,1000,32,52,24,4,27,45,1,8,1,3,1,1,1,0,0,0,4,7,1,57,1,0,1,0,0,0,1,0,0,1
54,7,1000,31,52,23,2,26,45,1,9,1,3,1,1,0,0,1,2,4,7,3,57,0,0,1,0,0,0,1,1,1,1
55,3,3400,31,52,24,6,26,45,1,8,1,3,1,1,1,0,0,0,4,7,3,56,1,0,0,1,1,0,0,0,1,1
55,4,3135,32,48,24,2,26,45,1,8,1,3,1,1,0,0,0,0,4,7,3,57,0,0,1,1,0,0,0,0,1,1
55,1,3056,31,52,23,4,26,45,1,8,1,3,1,0,1,0,0,0,4,7,3,60,0,0,1,1,0,0,1,0,1,1
55,2,3020,32,52,24,2,26,45,1,8,1,3,1,0,1,0,0,0,4,7,3,60,1,0,1,1,0,0,1,0,1,1
55,6,2982,32,48,24,5,26,45,1,8,1,3,0,0,0,0,0,0,4,7,3,57,1,0,0,1,0,0,1,0,1,1
55,5,2854,31,52,24,6,26,45,1,8,1,3,1,1,1,0,0,0,4,7,3,57,1,0,1,1,0,0,0,0,1,1
55,7,1580,31,52,24,4,26,45,1,8,1,3,1,1,1,0,0,0,4,7,3,60,0,0,0,0,0,0,1,0,1,0
56,2,3316,31,52,22,4,26,45,1,8,1,3,1,0,1,0,0,0,4,7,3,60,1,0,1,1,1,0,1,0,0,1
56,3,3211,31,52,24,2,26,45,1,8,1,3,1,1,1,0,0,0,4,7,3,60,0,0,0,1,1,0,1,0,1,1
56,1,3156,32,52,24,6,26,45,1,6,1,3,1,1,0,0,0,0,4,7,3,65,1,0,1,1,0,0,0,0,1,1
56,6,3073,32,52,23,4,26,45,1,8,1,3,1,0,1,0,0,0,4,7,3,60,0,0,1,1,0,0,1,0,1,1
56,7,3068,31,52,24,6,26,45,1,8,1,3,1,0,1,0,0,0,4,7,3,56,1,0,0,1,1,0,0,0,1,1
56,4,2928,31,53,24,4,26,45,1,8,1,3,1,1,1,0,0,0,4,7,3,57,0,0,1,1,0,0,0,0,1,1
56,5,2911,32,52,24,2,26,45,1,8,1,3,1,0,1,0,0,0,4,7,3,60,1,0,1,1,0,0,1,0,1,1
57,6,3279,32,52,23,6,26,45,1,8,1,3,1,1,1,0,0,0,4,7,3,65,0,0,1,1,0,0,0,0,1,0
57,1,3123,31,52,24,4,26,45,1,8,1,3,1,0,1,0,0,0,4,7,3,60,0,0,0,1,1,0,1,0,1,1
57,5,3108,30,52,24,2,26,45,1,8,1,3,1,1,1,0,0,0,4,7,3,60,0,0,1,1,1,0,1,0,1,1
57,4,2975,32,52,24,2,26,45,1,8,1,3,1,1,0,0,0,0,4,7,3,65,1,0,0,1,0,1,0,0,1,1
57,2,2899,32,52,23,9,26,45,1,6,1,3,1,0,1,0,0,0,4,7,3,60,1,0,1,1,1,0,1,0,0,1
57,3,2883,31,52,22,0,26,45,1,9,1,3,1,0,1,0,1,0,4,7,3,60,1,0,1,1,1,0,1,0,1,1
57,7,2841,31,52,22,4,26,45,1,8,1,3,1,0,1,0,0,0,4,7,3,60,1,0,1,1,1,0,1,0,0,1
58,1,1000,31,52,24,4,26,45,1,8,1,3,1,1,1,0,0,0,4,7,3,65,0,0,1,1,1,0,0,1,1,0
58,2,1000,32,52,24,6,26,45,1,8,1,3,1,1,1,0,0,0,4,7,3,60,1,0,1,0,0,0,0,1,1,1
58,3,1000,32,52,24,6,26,45,1,8,1,3,1,1,0,0,0,0,4,8,3,65,0,0,1,1,0,1,0,0,1,0
58,4,1000,30,52,24,2,26,45,1,8,1,3,1,1,0,0,0,0,4,7,3,60,0,0,0,1,1,0,1,0,1,1
58,5,1000,31,52,24,4,26,45,1,8,1,3,1,1,0,0,0,0,4,7,3,65,0,0,0,1,0,0,0,0,1,1
58,6,1000,30,52,27,2,26,45,1,8,1,3,1,1,1,0,0,0,4,7,3,65,1,0,0,0,1,1,0,0,1,1
58,7,1000,32,52,23,6,26,45,1,8,1,3,1,1,1,0,0,0,4,7,3,65,0,0,1,1,0,0,0,0,1,0
59,1,1000,32,52,24,6,26,45,1,8,1,3,1,1,1,0,0,0,4,7,3,65,1,0,1,1,0,0,0,1,1,0
