Generacja,Bot_ID,Punkty,town_size,wood_percent,gold_percent,stone_percent,feudal_vills,castle_vills,boar_hunting,boar_hunters,max_lumber_camps,max_mining_camps,build_market,build_blacksmith,build_archery,build_stable,build_tower,militia_count,archer_count,skirm_count,scout_count,attack_percent,tech_loom,tech_wheelbarrow,tech_double_axe,tech_horse_collar,tech_gold_mining,tech_fletching,tech_padded_archer,tech_forging,tech_scale_mail,tech_bloodlines
26,5,3131,52,35,17,0,23,50,0,7,2,2,0,1,0,1,0,7,10,6,4,29,1,0,0,1,0,1,1,0,0,1
26,3,3097,55,35,17,0,23,50,0,9,2,2,1,1,1,1,0,7,10,6,6,56,0,1,1,1,0,0,1,1,0,1
26,1,3047,55,35,17,0,22,46,0,12,2,2,0,1,0,1,0,7,10,6,4,56,1,1,1,1,1,1,1,1,0,1
26,6,2964,55,29,17,10,23,48,0,9,2,2,0,1,0,1,0,7,10,6,4,47,1,0,1,1,0,1,1,0,0,1
26,8,2769,55,35,17,0,23,47,0,12,2,2,1,0,0,1,0,7,7,6,4,50,1,0,0,1,0,0,1,0,0,1
26,4,2714,55,37,17,0,23,43,0,12,2,2,1,1,1,1,0,5,7,11,4,68,1,0,1,1,0,1,1,1,0,1
27,8,3527,55,35,9,0,23,46,0,12,2,2,0,1,1,1,1,5,10,9,5,39,1,0,1,1,1,1,1,1,0,1
27,3,3332,55,35,17,0,23,46,0,9,2,2,1,1,1,1,0,7,10,6,4,56,0,1,1,0,1,0,1,1,0,1
27,1,3109,55,35,17,0,25,43,0,12,2,2,0,1,1,1,1,5,10,9,2,65,1,0,1,0,1,1,1,1,0,1
27,2,3048,52,35,17,0,23,50,0,7,2,2,0,0,1,1,0,7,10,6,4,65,1,1,0,1,1,0,1,1,0,0
27,5,2884,55,35,17,0,23,43,1,12,2,2,1,1,0,1,0,5,10,6,5,39,0,0,1,1,0,1,0,1,0,1
27,4,2861,55,35,17,0,25,50,0,7,2,2,0,1,1,1,1,7,10,9,4,29,1,0,1,1,0,1,1,0,0,0
27,7,2829,55,35,17,0,25,46,0,15,2,2,0,1,1,1,0,7,10,6,4,65,1,0,1,0,0,0,1,1,0,0
27,6,2491,55,35,17,0,23,50,0,7,2,2,0,1,1,1,0,7,10,6,6,29,0,1,1,1,0,1,1,1,0,1
28,5,3336,52,35,17,0,23,46,1,7,2,2,0,1,1,1,0,7,10,6,7,65,1,1,0,1,1,0,1,1,0,0
28,7,3261,54,35,9,0,23,46,0,12,2,2,0,1,1,1,1,5,12,9,5,39,1,1,1,1,1,1,1,1,0,1
28,8,3105,55,35,17,0,23,46,0,9,2,2,1,0,1,1,0,10,10,6,4,50,0,1,1,0,1,0,1,1,0,1
28,1,3059,55,35,17,0,23,46,0,12,2,2,1,1,1,1,0,7,10,9,5,39,1,1,1,0,1,1,1,1,0,1
28,3,3049,55,35,9,0,23,50,0,12,2,2,0,1,1,1,1,5,10,6,4,65,1,0,1,1,1,1,1,1,0,1
28,2,2788,55,35,17,0,23,46,0,12,2,2,0,1,1,1,1,5,10,9,2,39,0,0,1,1,0,1,1,1,1,0
28,6,2774,52,35,17,0,23,50,0,8,2,2,0,0,1,1,1,7,10,6,4,58,1,0,0,0,1,1,1,1,0,1
28,4,2577,55,35,17,0,23,46,0,12,2,2,1,1,1,1,1,5,10,6,2,65,0,0,1,0,1,0,1,1,0,1
29,6,3319,55,35,16,0,23,46,0,9,2,2,1,1,1,1,0,10,10,6,5,50,0,0,1,0,1,0,1,1,0,1
29,8,3257,54,35,9,0,23,43,0,12,2,2,0,1,0,1,1,5,12,9,5,39,1,1,1,1,1,1,1,1,0,1
29,4,3250,54,35,9,0,23,46,1,9,2,2,0,0,0,1,1,10,12,10,5,50,0,1,1,1,1,1,1,1,1,1
29,2,3213,55,35,19,0,23,46,0,9,2,2,1,0,1,1,0,7,9,6,7,65,1,0,0,1,1,0,1,1,0,0
29,7,3205,52,35,17,0,23,46,0,7,2,2,0,1,1,1,0,7,10,6,5,65,1,1,0,1,1,1,1,1,0,0
29,5,3004,54,35,9,0,23,46,0,12,2,2,0,1,1,0,0,7,10,9,5,39,0,1,1,1,1,1,1,1,0,1
29,1,2712,52,35,17,0,23,46,1,12,2,2,0,1,1,1,0,7,12,3,5,39,0,1,1,1,1,0,0,1,0,0
29,3,2541,52,35,17,0,23,46,1,7,2,2,1,1,1,1,0,7,10,9,7,79,1,1,1,0,1,1,1,1,0,1
30,5,3800,54,35,11,0,23,46,0,12,2,2,1,0,1,1,1,3,9,9,7,39,1,0,0,1,1,1,1,1,0,0
30,3,3427,55,35,16,0,23,46,0,9,2,2,0,0,1,1,1,7,10,6,7,65,0,0,1,1,1,0,1,0,0,0
30,7,3276,52,35,16,0,23,46,0,8,2,2,1,1,1,1,0,10,10,6,5,50,0,0,0,0,1,1,1,0,0,1
30,1,3217,54,35,16,0,23,46,0,10,2,2,1,1,0,1,0,10,10,6,5,39,1,0,1,1,1,1,1,0,0,1
30,2,3154,54,35,9,0,23,46,1,9,2,2,0,1,1,1,1,10,10,10,5,50,0,1,1,0,0,1,1,1,1,0
30,4,3041,54,35,9,7,23,44,1,12,2,2,1,0,0,1,1,5,12,9,5,39,1,0,1,0,1,1,1,1,0,1
30,6,2750,55,35,9,0,23,48,0,9,2,2,0,0,1,1,1,13,12,10,7,51,0,0,0,1,1,0,1,1,0,0
30,8,2732,54,35,9,0,23,43,0,12,2,2,0,1,0,1,1,5,10,9,5,39,0,1,1,0,1,1,0,1,0,1
31,4,8217,55,35,16,0,23,46,0,8,2,2,0,0,1,1,0,7,10,3,5,65,0,0,0,1,1,1,1,0,0,1
31,6,3699,52,35,16,0,23,46,0,10,2,2,1,1,1,1,0,10,10,6,5,39,1,0,1,1,1,1,1,0,0,0
31,3,3189,54,35,16,0,23,46,0,12,2,2,1,1,0,1,1,2,10,6,5,39,1,0,0,1,1,1,1,0,1,0
31,7,3106,54,35,11,0,23,46,0,12,2,2,1,0,1,1,0,3,9,9,7,25,1,1,0,1,1,1,1,1,0,0
31,2,2976,54,35,16,0,23,46,0,12,2,2,0,1,1,1,1,10,9,9,5,50,1,1,1,0,1,1,1,1,0,0
31,8,2888,55,35,16,0,20,46,1,9,2,2,0,0,1,1,0,7,10,6,7,65,1,0,1,0,1,0,1,0,0,0
31,5,2806,55,35,16,0,23,46,0,10,2,2,1,1,0,1,0,7,10,6,3,39,0,1,0,1,1,0,1,0,0,1
31,1,2782,54,29,11,0,21,46,0,9,2,2,0,0,1,1,0,7,9,6,7,65,0,0,0,1,1,0,1,1,0,0
32,5,3549,52,35,16,0,23,46,1,12,2,2,1,1,1,1,0,10,10,9,7,25,0,1,0,0,1,1,1,0,0,0
32,7,3309,55,35,16,0,23,46,0,8,2,2,0,0,1,1,0,7,10,3,5,65,0,0,1,0,1,1,1,0,0,1
32,8,3271,52,35,20,0,23,46,0,10,2,2,1,1,1,1,0,10,10,5,5,51,1,1,1,1,1,1,0,0,0,0
32,1,3151,52,35,16,0,23,46,0,8,2,2,1,0,1,1,1,7,10,6,5,39,1,0,0,1,1,1,1,0,0,0
32,3,2708,54,35,16,0,23,46,0,8,2,2,0,0,1,1,1,7,10,3,5,25,0,1,0,1,1,1,1,0,0,1
32,4,2668,56,26,16,0,23,46,0,10,2,2,1,1,0,1,0,10,10,6,5,39,1,1,0,1,1,1,1,0,1,0
32,6,2489,54,35,11,0,23,46,0,14,2,2,1,0,0,1,0,2,9,6,5,25,0,1,0,1,1,1,1,0,0,1
32,2,1958,55,35,16,0,23,46,0,8,2,2,0,0,1,1,0,7,10,7,5,85,0,0,0,1,1,1,1,0,1,1
33,5,3261,55,35,16,0,23,46,0,8,2,2,0,0,1,0,1,7,10,6,2,39,0,0,1,1,0,1,1,0,1,1
33,3,3165,52,35,16,0,23,46,0,8,2,2,1,0,1,1,1,7,10,6,5,25,0,1,0,1,1,0,1,0,0,0
33,2,3127,52,35,20,0,23,46,1,12,2,2,1,1,0,1,0,10,10,5,7,51,0,1,1,0,1,0,0,0,0,0
33,6,3096,52,29,16,0,23,46,0,8,2,2,1,0,1,1,1,7,10,5,5,39,0,1,1,1,1,1,1,0,0,0
33,8,2766,55,35,16,0,23,43,0,8,2,2,0,0,0,1,0,7,10,3,5,65,0,0,1,0,1,0,1,0,0,1
33,1,2762,55,35,16,0,23,46,1,12,2,2,1,0,1,1,0,7,10,3,5,33,0,1,1,0,1,0,1,0,0,1
33,4,2732,55,35,20,0,23,48,0,8,2,2,0,0,1,1,0,7,10,5,5,65,0,0,1,1,1,1,1,0,0,1
33,7,1946,52,35,16,0,23,46,0,12,2,2,1,1,1,1,0,10,10,9,7,25,0,1,0,0,1,1,1,1,0,1
34,8,3583,52,35,16,0,23,45,0,8,2,2,1,1,0,1,1,7,10,6,5,25,0,0,0,1,1,0,0,0,0,0
34,5,3382,52,35,16,0,23,46,0,8,2,2,0,0,1,1,1,7,10,3,5,39,0,1,0,1,1,1,1,1,0,0
34,6,3194,52,26,16,0,23,46,0,9,2,2,1,1,1,1,1,7,11,5,8,39,0,1,1,0,1,1,1,0,0,0
34,1,3080,52,35,16,0,23,45,0,8,2,2,0,0,1,0,1,4,10,6,2,20,1,1,0,1,0,0,1,0,1,0
34,3,3062,52,31,16,0,23,46,0,8,2,2,0,0,1,0,1,7,10,5,2,39,0,0,1,1,1,1,1,0,0,0
34,7,2997,55,35,16,0,23,46,0,8,2,2,0,0,1,0,0,7,10,6,2,39,0,0,0,0,0,1,1,0,1,1
34,4,2870,52,35,16,0,23,46,0,8,2,2,1,1,0,1,0,10,10,5,7,25,0,1,0,0,1,1,0,0,0,0
34,2,2769,52,35,16,0,23,46,1,13,2,2,1,1,0,0,1,7,10,5,2,51,0,1,1,1,1,0,0,0,0,1
35,6,8554,52,35,16,0,23,45,0,9,2,2,1,1,1,1,1,7,8,4,2,39,0,1,0,1,0,0,1,0,1,0
35,7,3159,52,25,16,0,23,45,0,8,2,2,0,1,0,0,1,7,10,6,5,25,0,1,0,1,1,1,0,0,0,1
35,8,3132,52,35,21,0,23,46,0,8,2,2,0,0,1,1,1,7,10,3,5,39,0,1,0,1,1,1,1,1,0,0
35,3,2941,52,35,16,0,23,45,0,8,2,2,0,1,0,1,1,4,10,6,5,20,0,1,0,1,0,0,1,0,1,1
35,4,2882,54,26,16,0,23,46,0,8,2,2,0,1,1,1,1,7,10,5,8,39,0,1,0,1,1,1,1,1,0,0
35,1,2771,52,35,16,0,23,45,0,8,2,2,0,1,0,1,0,7,10,3,5,25,0,0,0,1,1,1,1,1,0,0
35,2,2763,52,35,16,0,23,45,0,8,2,2,1,1,1,1,1,7,10,5,5,39,1,1,0,0,1,1,1,0,0,0
35,5,2672,52,35,16,0,23,45,1,8,2,2,0,0,1,0,1,7,10,3,2,20,1,1,0,0,1,0,1,1,1,0
36,6,8017,52,35,19,0,23,45,0,8,2,2,1,1,1,0,1,7,10,6,5,20,0,1,0,1,0,0,1,0,0,1
36,2,3440,52,33,16,0,23,45,0,8,2,2,1,1,1,1,1,8,10,4,5,39,0,1,0,1,1,1,0,0,1,0
36,8,2988,52,25,16,0,23,45,0,8,2,2,0,1,0,1,1,7,10,8,5,25,0,1,0,1,1,1,0,0,1,1
36,7,2886,51,36,16,0,23,45,0,9,2,2,1,1,1,1,1,7,8,4,2,39,0,0,0,1,0,0,1,1,1,0
36,1,2824,52,35,16,0,23,45,0,11,2,2,0,1,1,0,1,7,10,4,5,39,0,1,0,1,0,1,1,0,1,0
36,5,2818,52,35,16,0,23,45,0,8,2,2,1,1,0,0,1,4,10,6,5,25,0,1,0,1,0,0,1,0,0,1
36,4,2695,52,25,21,0,23,46,0,8,2,2,0,0,0,1,1,7,10,1,5,39,1,1,0,1,1,1,0,0,0,0
36,3,1902,52,35,16,0,23,45,0,8,2,2,0,1,0,1,1,4,8,4,5,20,0,1,0,1,0,0,1,0,0,1
37,8,8712,52,32,16,0,23,45,0,8,2,2,1,1,1,0,1,8,10,4,5,39,0,0,0,1,1,1,0,0,1,0
37,5,3405,51,36,16,0,23,45,0,9,2,2,1,1,1,1,1,8,10,4,5,39,0,1,0,1,0,1,1,1,1,0
37,6,3176,51,36,16,0,23,45,0,9,2,2,1,1,1,1,1,7,10,3,2,25,0,0,0,1,1,1,1,1,1,0
37,2,2941,52,25,16,0,23,46,0,8,2,2,1,1,1,0,1,7,10,6,5,20,0,1,0,1,1,1,1,0,0,1
37,4,2875,52,25,16,0,23,42,0,8,2,2,0,1,0,1,1,8,10,8,5,25,0,1,0,1,1,1,0,0,1,1
37,7,2694,52,35,19,0,23,45,0,8,2,2,1,0,1,0,1,7,10,3,5,39,0,1,0,1,0,0,1,0,0,1
37,1,2476,52,35,19,0,23,45,0,8,2,2,1,0,1,1,0,7,10,7,5,20,0,1,0,1,0,1,0,0,0,0
37,3,2133,51,35,19,10,23,45,0,8,2,2,0,1,1,1,1,7,10,6,2,39,0,0,1,1,0,0,1,1,0,0
38,7,3178,52,32,16,0,23,45,0,8,2,2,1,1,1,0,1,8,10,7,5,39,0,0,0,1,1,1,0,1,1,0
38,1,3041,51,32,16,0,22,45,0,8,2,2,1,0,1,0,1,8,10,4,5,39,0,0,1,1,0,1,1,1,1,0
38,8,2983,51,31,16,0,23,45,0,9,2,2,1,1,1,0,1,9,10,4,5,39,0,1,0,1,0,1,1,1,0,0
38,2,2927,52,36,16,0,23,45,0,8,2,2,1,1,0,0,1,8,10,4,2,22,0,0,0,1,1,1,1,1,1,0
38,6,2927,51,29,16,0,23,45,0,9,2,2,1,1,1,1,1,7,10,6,2,20,0,0,0,0,1,1,1,1,1,1
38,5,2872,51,28,16,0,23,45,0,8,2,2,1,1,1,1,1,8,10,6,5,39,0,1,0,0,0,1,0,0,0,0
38,3,2607,52,25,16,0,23,47,0,8,2,2,1,0,1,0,1,7,10,4,5,39,0,0,0,1,1,1,1,0,1,0
38,4,2590,51,36,16,0,25,45,0,9,2,2,1,1,1,1,1,8,10,3,2,39,0,1,0,1,0,0,1,0,1,0
39,6,3230,51,36,16,0,23,45,0,9,2,2,1,1,0,0,1,9,10,4,5,39,0,1,0,1,0,1,1,0,1,0
39,3,3051,52,36,16,0,23,45,0,8,2,2,1,1,0,0,1,8,11,7,2,22,0,0,0,1,0,1,0,1,1,0
39,4,2989,51,32,16,0,22,45,0,8,2,2,1,0,1,0,1,8,7,4,5,39,0,0,0,1,0,0,1,1,1,0
39,8,2891,51,32,16,0,22,45,0,8,2,2,0,0,1,0,1,8,12,4,5,39,0,0,1,1,0,1,1,1,1,0
39,5,2748,51,32,16,0,23,45,0,8,2,2,1,1,0,0,1,8,10,4,5,34,0,0,0,1,1,1,1,1,1,0
39,2,2747,51,31,16,0,21,45,0,9,2,2,1,1,1,0,1,9,10,7,3,39,0,1,0,1,0,0,1,1,0,1
39,1,2720,51,32,7,0,22,48,0,8,2,2,0,0,1,0,1,8,10,7,5,39,0,1,0,1,0,1,0,1,1,0
39,7,2601,52,32,16,0,23,45,0,8,2,2,1,1,1,1,1,8,10,7,5,39,0,0,0,1,1,1,0,0,1,0
40,6,3012,51,32,16,0,22,45,0,8,2,2,0,0,1,0,1,5,7,4,5,39,0,0,1,1,0,0,0,1,1,0
40,2,2971,51,36,16,0,22,45,0,8,2,2,1,1,1,0,1,8,10,4,5,39,0,1,0,1,0,0,1,1,1,0
40,1,2950,52,36,16,0,23,45,0,9,2,2,1,1,0,0,1,8,11,7,5,22,0,1,1,1,1,1,0,0,1,0
40,3,2911,51,36,16,0,22,45,0,9,2,2,1,0,1,0,1,8,10,4,5,39,0,1,1,1,0,0,1,1,1,0
40,7,2863,51,36,16,0,23,45,0,9,2,2,1,1,0,0,1,9,10,4,5,39,0,1,0,1,0,1,1,0,1,0
40,8,2844,52,36,16,0,23,45,0,8,2,2,1,1,0,0,1,8,11,7,2,22,0,0,0,1,0,1,0,1,1,1
40,4,2611,52,36,16,0,22,45,0,8,2,2,0,1,0,1,1,8,7,4,5,22,0,0,0,1,0,1,0,1,1,0
40,5,2582,52,32,16,0,23,45,0,8,2,2,1,0,0,0,1,8,12,4,5,39,0,0,1,1,0,1,0,1,0,0
41,2,3219,55,32,16,0,23,45,0,9,2,2,0,1,0,0,1,4,7,4,6,22,0,1,1,1,1,0,0,1,1,0
41,3,3012,51,32,26,0,22,45,0,9,2,2,0,0,1,0,1,5,7,4,8,54,0,0,1,1,0,0,0,1,1,0
41,7,3000,51,32,16,0,22,45,0,8,2,2,0,0,0,0,1,5,7,4,5,39,0,0,1,1,0,0,0,1,1,1
41,6,2987,51,36,16,0,23,45,0,9,2,2,1,0,1,0,1,8,10,4,5,39,0,0,1,1,1,0,1,1,0,0
41,5,2960,51,36,16,0,22,45,0,8,2,2,1,1,1,1,1,8,10,4,5,39,0,1,1,1,0,0,1,1,1,0
41,4,2813,51,36,16,0,23,45,0,9,2,2,1,0,1,0,0,8,11,5,5,39,0,1,0,0,1,0,1,0,1,0
41,8,2795,51,36,16,0,22,45,1,8,2,2,1,1,1,0,0,8,10,4,5,54,0,1,0,1,0,0,1,1,1,1
41,1,2460,53,36,16,0,22,45,0,8,2,2,0,0,1,0,1,5,7,4,5,39,0,1,0,0,0,0,0,1,1,0
42,5,3845,51,36,16,0,23,45,0,9,2,2,1,0,1,1,1,5,7,4,8,39,0,0,1,1,0,0,0,1,0,1
42,8,3236,51,32,26,0,19,45,0,9,2,2,1,0,1,1,1,5,7,4,8,54,0,0,1,1,0,1,0,0,1,0
42,1,3013,53,32,16,0,22,45,0,9,2,2,0,1,0,0,1,4,7,4,6,22,0,0,0,1,0,0,0,1,1,0
42,7,2867,55,32,16,0,23,45,0,9,2,2,0,1,0,0,1,4,7,4,6,22,1,1,1,1,1,0,0,1,1,0
42,3,2819,53,36,16,0,23,45,0,9,2,2,1,1,1,0,1,8,7,4,5,39,0,0,1,1,1,0,1,1,0,0
42,2,2756,55,32,16,0,23,45,0,9,2,2,0,0,0,0,1,5,7,4,6,39,0,0,1,1,1,0,0,1,1,0
42,4,2534,51,32,26,0,22,45,0,8,2,2,0,0,1,1,1,5,7,4,5,39,0,0,1,1,0,0,0,1,1,0
42,6,2184,51,36,16,0,23,45,0,8,2,2,1,0,1,0,1,8,7,4,5,28,0,0,1,1,0,0,1,1,1,1
43,8,3270,51,32,26,0,19,45,0,9,2,2,1,0,1,1,1,5,7,4,8,54,1,0,0,1,0,1,0,0,1,0
43,7,3238,51,36,16,0,23,45,0,7,2,2,1,1,0,1,1,5,7,4,6,39,0,0,1,1,0,0,1,1,0,1
43,3,3087,49,32,16,0,23,44,1,9,2,2,0,1,1,1,1,4,7,4,6,39,1,0,1,1,1,1,0,1,1,1
43,4,2997,53,38,16,0,19,45,0,9,2,2,0,1,0,1,1,4,7,4,8,54,0,0,1,0,0,1,0,1,1,0
43,6,2931,53,32,16,0,23,45,0,9,2,2,0,1,0,0,1,4,7,4,6,22,1,0,0,1,1,0,0,1,1,0
43,5,2721,55,32,11,0,23,45,0,9,2,2,0,1,1,1,1,4,9,4,6,22,1,1,1,0,0,1,1,0,1,0
43,2,2464,51,32,16,0,22,45,0,9,2,2,0,1,1,0,1,4,7,4,8,39,0,0,0,1,0,0,0,1,1,0
43,1,1897,53,39,26,0,19,45,0,7,2,2,1,0,0,1,1,5,7,4,8,54,0,0,1,1,0,0,0,1,0,1
44,3,3664,51,40,23,0,19,45,1,9,2,2,1,1,0,1,1,4,7,4,8,54,0,1,1,0,1,1,0,0,1,0
44,4,3326,49,32,16,0,23,44,1,7,2,2,0,1,1,1,0,4,7,1,3,39,1,0,1,1,1,0,0,1,1,1
44,5,3216,53,36,16,0,19,45,0,9,2,2,0,1,0,1,1,4,7,4,8,39,0,0,1,1,0,1,1,1,0,0
44,6,3049,49,32,16,0,19,44,1,9,2,2,0,1,1,1,1,4,7,4,8,39,1,0,1,0,0,1,0,1,1,0
44,8,2979,51,36,16,10,23,45,1,7,2,2,1,0,0,1,0,5,7,4,6,39,1,0,1,1,0,0,1,1,0,1
44,2,2851,49,32,26,0,19,45,0,9,2,2,0,1,1,1,0,5,7,4,8,53,1,0,1,1,1,1,0,0,1,1
44,1,2100,51,36,26,0,19,45,0,7,2,2,0,0,0,1,0,5,7,4,8,39,1,0,1,1,0,1,1,0,0,1
44,7,1963,51,42,26,0,19,45,1,9,2,2,1,1,1,1,1,5,7,4,8,54,1,0,1,1,1,1,0,0,1,0
45,2,3650,53,36,23,0,19,45,0,9,2,2,0,1,0,1,0,4,7,4,8,39,0,0,1,1,0,1,0,1,0,0
45,1,1365,51,32,20,0,23,45,1,7,2,2,0,1,0,1,0,4,7,1,8,54,0,0,1,1,1,1,0,0,1,1
45,3,500,51,32,23,0,19,45,1,9,2,2,0,1,0,1,1,4,7,4,7,54,1,0,1,0,1,1,0,1,1,0
45,4,500,54,36,16,0,23,44,1,9,2,2,0,1,0,1,0,4,7,1,8,39,0,1,1,1,0,0,1,1,1,1
45,5,500,49,32,16,0,23,44,1,7,2,2,0,1,1,1,1,4,7,1,3,39,0,0,1,1,1,1,0,1,1,1
45,6,500,46,32,23,0,19,44,0,9,2,2,0,1,1,1,1,4,7,4,6,39,0,1,1,1,0,1,0,1,0,0
45,7,500,51,40,23,0,19,45,1,9,2,2,1,1,0,1,1,4,8,4,8,54,1,1,1,0,1,1,0,0,1,1
45,8,500,46,32,16,0,23,44,1,7,2,2,0,1,1,1,0,4,7,1,3,39,1,0,0,1,1,0,0,0,1,1
46,3,3428,53,36,16,0,19,47,0,9,2,2,0,1,0,1,0,7,7,1,8,39,0,1,1,0,0,1,1,1,0,1
46,4,3215,51,32,33,0,19,46,1,9,2,2,0,1,1,1,1,4,7,3,7,54,0,0,1,1,0,0,0,0,1,1
46,1,3035,53,36,20,0,23,45,1,7,2,2,0,1,0,0,0,4,7,4,8,41,0,0,0,1,0,1,0,0,0,1
46,5,3020,54,36,19,0,23,45,1,7,2,2,0,1,0,1,0,4,7,1,8,54,0,0,0,0,1,1,0,1,1,1
46,8,2975,51,32,20,0,23,45,1,7,2,2,0,1,0,1,0,4,7,1,8,71,0,0,1,1,1,1,0,1,1,0
46,2,2685,53,36,23,0,19,45,0,9,2,2,0,1,0,1,0,4,7,4,8,53,0,0,1,1,1,0,0,1,1,0
46,6,2649,51,32,31,0,16,45,1,9,2,2,0,1,0,0,1,4,7,4,7,39,1,1,1,1,0,1,0,1,1,0
46,7,2511,53,36,23,0,19,45,0,9,2,2,0,1,0,1,0,4,7,4,8,39,0,0,1,0,0,1,0,1,0,0
47,3,3135,53,36,19,0,19,49,1,9,2,2,0,1,0,1,0,4,7,1,8,56,1,1,1,1,1,1,1,1,0,1
47,8,3078,51,32,33,1,17,46,1,9,2,2,0,1,1,1,1,3,7,2,7,54,0,0,0,1,0,0,0,0,1,1
47,7,2903,55,36,16,0,19,47,0,9,2,2,1,0,0,0,0,7,10,1,8,39,0,1,1,0,0,1,1,1,0,1
47,6,2877,54,36,20,0,23,45,1,7,2,2,0,1,1,0,0,4,7,4,8,26,0,0,0,1,1,1,0,0,0,1
47,4,2708,51,36,42,0,19,45,1,9,2,2,0,1,0,1,1,4,7,3,7,41,0,0,0,1,0,1,0,0,0,1
47,5,2678,54,36,33,0,19,46,1,7,2,2,0,1,0,1,1,4,7,3,8,54,1,0,1,1,1,1,0,1,1,1
47,2,2543,53,36,20,0,23,45,0,7,2,2,0,1,0,1,0,4,7,4,8,39,0,1,0,1,0,1,0,1,0,1
47,1,2358,53,36,33,0,19,47,0,9,2,2,1,1,1,0,0,7,7,3,8,39,0,0,1,0,0,1,0,1,1,1
48,3,6851,54,36,20,0,19,45,1,11,2,2,1,1,0,1,0,4,7,1,8,56,1,1,1,1,1,1,0,0,0,0
48,2,3472,53,36,16,0,19,47,1,9,2,2,1,1,0,1,0,7,10,1,8,56,0,1,1,1,0,1,1,1,0,1
48,7,3157,53,36,19,0,19,49,1,9,2,2,0,1,0,1,0,4,7,1,9,56,1,0,1,1,1,1,1,1,0,1
48,6,3086,55,36,20,0,23,47,1,9,2,2,0,1,1,0,0,7,7,4,7,26,0,0,0,0,1,1,0,1,0,1
48,1,2894,51,36,30,0,19,49,1,9,2,2,1,1,1,1,0,4,7,2,8,56,1,1,1,0,0,0,0,0,1,1
48,8,2745,51,32,33,2,17,46,1,9,2,2,0,1,1,1,1,3,7,2,7,54,0,0,1,1,0,0,0,0,1,1
48,5,2667,51,36,33,0,17,46,1,7,2,2,0,1,1,0,1,4,7,5,7,54,0,1,0,1,1,0,0,0,0,1
48,4,2429,51,36,33,1,19,48,1,9,2,2,1,0,1,1,1,7,10,1,8,54,0,0,1,0,0,0,0,0,1,1
49,1,3693,54,36,21,0,19,47,1,11,2,2,1,1,0,1,0,7,10,0,8,56,1,1,1,1,1,1,1,1,1,0
49,3,3363,52,36,20,0,23,45,1,11,2,2,0,0,0,1,0,4,7,1,7,26,0,1,0,0,1,1,0,1,1,0
49,8,2940,53,36,16,0,19,44,0,9,2,2,1,1,0,0,0,7,10,1,8,56,0,0,1,1,0,1,1,0,0,1
49,2,2857,53,36,26,3,19,49,1,11,2,2,0,1,0,1,1,4,7,1,9,56,1,0,1,0,1,1,0,1,0,0
49,6,2783,53,36,13,0,21,47,0,9,2,2,0,1,0,1,0,4,8,4,7,26,0,0,1,0,1,1,0,1,0,0
49,7,2637,54,36,20,0,19,45,1,11,2,2,1,1,0,0,0,4,7,1,8,64,1,1,1,1,1,1,0,0,0,0
49,4,2623,56,36,19,0,19,47,1,9,2,2,1,1,1,1,0,7,13,1,9,56,0,1,1,1,0,1,1,1,0,1
49,5,2455,55,36,27,0,19,47,1,9,2,2,1,1,1,0,0,7,10,1,8,56,0,1,0,1,0,1,0,1,0,1
50,7,3324,54,36,21,0,19,47,1,11,2,2,1,1,0,1,0,7,9,0,8,75,1,1,1,1,1,1,1,1,1,0
50,5,3218,52,36,26,3,23,49,1,11,2,2,0,1,0,1,0,4,7,1,10,56,0,1,1,1,1,1,0,1,1,0
50,3,3060,53,36,21,0,16,49,1,11,2,2,1,1,0,1,0,7,7,0,8,56,1,1,1,0,0,1,0,0,0,0
50,4,2897,52,36,20,0,23,44,1,9,2,2,0,0,0,1,0,7,10,1,7,56,0,1,0,1,0,1,1,1,1,0
50,6,2782,53,36,16,0,17,44,1,9,2,2,1,1,0,1,0,7,7,1,9,56,1,0,1,0,0,1,1,1,0,1
50,1,2750,52,36,21,0,23,45,1,11,2,2,0,0,0,1,0,4,7,0,8,73,1,1,0,1,1,1,0,1,1,0
50,8,2738,52,36,20,0,23,45,1,10,2,2,1,0,0,1,0,3,7,1,7,26,0,0,0,0,1,1,0,1,1,0
50,2,2737,53,36,21,0,19,47,1,11,2,2,1,1,0,1,0,7,10,0,8,56,1,1,1,1,0,1,1,0,0,1
51,5,3409,52,36,26,0,23,44,0,11,2,2,0,0,0,1,0,7,10,1,10,56,0,1,0,1,1,1,0,1,1,0
51,3,3220,54,36,21,0,19,47,0,11,2,2,1,1,0,1,0,7,10,1,8,56,0,1,0,1,0,1,1,1,1,0
51,1,3003,54,36,21,0,19,49,1,11,2,2,0,1,0,0,0,1,9,1,10,75,1,0,1,1,1,0,0,0,1,0
51,7,2934,54,36,21,0,19,47,1,11,2,2,1,1,1,0,0,7,9,0,8,75,1,1,1,0,1,1,1,1,1,0
51,4,2762,52,36,21,3,16,49,1,11,2,2,1,1,0,1,0,7,7,0,9,56,0,1,1,1,1,1,0,1,0,0
51,8,2635,52,36,26,3,23,49,1,11,2,2,0,1,0,1,1,4,7,1,10,56,0,1,1,1,1,1,0,1,1,0
51,6,2609,53,36,20,0,16,49,1,9,2,2,0,0,0,1,0,7,13,0,7,56,0,1,1,0,0,1,1,1,0,0
