Replay_Filename,Winner_Name,Player1.OpeningStrategy.FeudalTime,Player1.OpeningStrategy.Villagers,Player1.OpeningStrategy.DarkAgeLoom,Player1.OpeningStrategy.OpeningStrategy,Player1.OpeningStrategy.FirstBarracksTime,Player1.OpeningStrategy.MilitiaStrategyIdentified,Player1.OpeningStrategy.NumberOfMilitiaUnits,Player1.OpeningStrategy.PreMillBarracks,Player1.OpeningStrategy.OpeningMilitaryBuildingTime,Player1.OpeningStrategy.OpeningMilitaryBuilding,Player1.OpeningStrategy.Scout Cavalry,Player1.OpeningStrategy.Skirmisher,Player1.OpeningStrategy.Archer,Player1.OpeningStrategy.Spearman,Player1.OpeningStrategy.DoubleBitAxe,Player1.OpeningStrategy.HorseCollar,Player1.OpeningStrategy.Wheelbarrow,Player1.OpeningStrategy.NumberFeudalFarms,Player1.OpeningStrategy.TimeThreeFarms,Player1.OpeningStrategy.TimeSixFarms,Player1.OpeningStrategy.TimeTenFarms,Player1.OpeningStrategy.TimeFifteenFarms,Player1.OpeningStrategy.TimeTwentyFarms,Player1.OpeningStrategy.DarkAgeWallsNumber,Player1.OpeningStrategy.FeudalWallsNumber,Player1.OpeningStrategy.PostCastleWalls,Player1.OpeningStrategy.FeudalHousesBuilt,Player1.MapAndCiv.Civilisation,Player1.MapAndCiv.StartingLocation,Player2.OpeningStrategy.FeudalTime,Player2.OpeningStrategy.Villagers,Player2.OpeningStrategy.DarkAgeLoom,Player2.OpeningStrategy.OpeningStrategy,Player2.OpeningStrategy.FirstBarracksTime,Player2.OpeningStrategy.MilitiaStrategyIdentified,Player2.OpeningStrategy.NumberOfMilitiaUnits,Player2.OpeningStrategy.PreMillBarracks,Player2.OpeningStrategy.OpeningMilitaryBuildingTime,Player2.OpeningStrategy.OpeningMilitaryBuilding,Player2.OpeningStrategy.Scout Cavalry,Player2.OpeningStrategy.Skirmisher,Player2.OpeningStrategy.Archer,Player2.OpeningStrategy.Spearman,Player2.OpeningStrategy.DoubleBitAxe,Player2.OpeningStrategy.HorseCollar,Player2.OpeningStrategy.Wheelbarrow,Player2.OpeningStrategy.NumberFeudalFarms,Player2.OpeningStrategy.TimeThreeFarms,Player2.OpeningStrategy.TimeSixFarms,Player2.OpeningStrategy.TimeTenFarms,Player2.OpeningStrategy.TimeFifteenFarms,Player2.OpeningStrategy.TimeTwentyFarms,Player2.OpeningStrategy.DarkAgeWallsNumber,Player2.OpeningStrategy.FeudalWallsNumber,Player2.OpeningStrategy.PostCastleWalls,Player2.OpeningStrategy.FeudalHousesBuilt,Player2.MapAndCiv.Civilisation,Player2.MapAndCiv.StartingLocation,DistanceBetweenPlayers,DifferenceInELO,Player1.MainGold,Player1.ThirdGold,Player1.SecondGold,Player1.Berries,Player1.Stone,Player1.Front,Player1.Side,Player1.Back,Player2.MainGold,Player2.ThirdGold,Player2.SecondGold,Player2.Berries,Player2.Stone,Player2.Front,Player2.Side,Player2.Back
MP Replay v101.103.30471.0 @2025.11.18 150542 (1).aoe2record,GL.DauT,0 days 00:09:25.799000,20,False,Pre-Mill Drush Flush,0 days 00:07:57.130571429,Pre-Mill Drush,3,True,0 days 00:11:00.883000,Archery Range,0,0,9,0,0 days 00:13:44.994000,,,0,,,,,,0,0,0,7,Dravidians,"(64.0, 22.0)",0 days 00:09:27.424000,19,True,Could not Identify!,,,0,False,0 days 00:09:27.424000,Towers/Barracks/FC,0,0,0,0,0 days 00:09:54.244000,0 days 00:26:14.918000,,0,,,,,,0.0,1.0,0.0,12.0,Koreans,"(78.0, 93.0)",72.3671196055225,218,Back,Unknown,Unknown,Back,Back,1,1,2,Front,Back,Unknown,Unknown,Back,1,1,5
MP Replay v101.103.30471.0 @2025.11.18 200334 (2).aoe2record,GL.TaToH,0 days 00:09:14.008000,18,True,Pre-Mill Drush Flush,0 days 00:07:22.730000,Pre-Mill Drush,3,True,0 days 00:11:19.772000,Archery Range,0,16,0,8,0 days 00:10:16.188000,,0 days 00:28:19.105000,8,0 days 00:16:39.327000,0 days 00:22:17.633000,,,,0.0,0.0,0.0,10.0,Georgians,"(32.0, 81.0)",0 days 00:10:05.813000,21,True,Straight Archers,0 days 00:10:23.508000,,0,True,0 days 00:11:06.674000,Archery Range,0,0,11,1,0 days 00:10:30.480000,0 days 00:26:39.855000,,4,0 days 00:17:40.772000,,,,,0.0,0.0,0.0,17.0,Portuguese,"(72.0, 27.0)",67.20119046564577,-19,Back,Back,Back,Unknown,Back,1,1,4,Front,Back,Back,Back,Back,1,1,8
MP Replay v101.103.30471.0 @2025.11.21 192415 (2).aoe2record,GL.TaToH,0 days 00:06:47.966000,14,False,Could not Identify!,,,0,False,0 days 00:06:47.966000,Towers/Barracks/FC,0,0,0,0,0 days 00:07:15.410000,,,0,,,,,,0,0,0,2,,"(0, 0)",0 days 00:06:08.160000,12,False,Could not Identify!,,,0,False,0 days 00:06:08.160000,Towers/Barracks/FC,0,0,0,0,0 days 00:06:44.535000,,,0,,,,,,0,0,0,2,,"(0, 0)",0.0,-307,,,,,,,,,,,,,,,,
MP Replay v101.103.30471.0 @2025.11.23 123034 (1).aoe2record,Oni.Vinchester,0 days 00:08:04.341000,17,False,Could not Identify!,,,0,False,0 days 00:08:04.341000,Towers/Barracks/FC,0,0,0,0,0 days 00:08:34.216000,0 days 00:27:12.825000,0 days 00:56:01.132000,0,,,,,,1.0,0.0,0.0,12.0,,"(0, 0)",0 days 00:07:03.202000,13,True,Could not Identify!,,,0,False,0 days 00:07:03.202000,Towers/Barracks/FC,0,0,0,0,0 days 00:07:30.035000,,,0,,,,,,0,0,0,9,,"(0, 0)",0.0,346,,,,,,,,,,,,,,,,
MP Replay v101.103.30471.0 @2025.11.23 133826 (2).aoe2record,wR.Sebastian,0 days 00:12:40.994000,28,False,Fastle Castle,0 days 00:18:34.466000,,0,False,0 days 00:20:58.883000,Archery Range,0,0,0,0,0 days 00:18:01.549000,,0 days 00:37:38.077000,0,,,,,,0,0,0,7,,"(0, 0)",0 days 00:11:09.188000,23,True,Fastle Castle,0 days 00:18:12.119000,,0,False,0 days 00:19:38.633000,Stable,0,0,0,0,0 days 00:11:55.508000,0 days 00:32:48.063000,0 days 01:09:01.591000,0,,,,,,0.0,0.0,0.0,19.0,,"(0, 0)",0.0,124,,,,,,,,,,,,,,,,
Nicov vs Lewis G3.aoe2record,wR.Nicov,0 days 00:09:19.494000,19,True,Could not Identify!,0 days 00:09:00.327000,,0,True,0 days 00:10:39.563000,Stable,0,0,0,4,0 days 00:12:09.938000,0 days 00:25:32.224000,0 days 00:25:31.827000,0,,,,,,4.0,7.0,0.0,7.0,Armenians,"(100.0, 112.0)",0 days 00:09:17.674000,19,True,Could not Identify!,0 days 00:09:08.966000,,0,True,0 days 00:09:56.383000,Stable,0,0,0,3,0 days 00:10:50.105000,0 days 00:22:39.973000,0 days 00:38:24.987000,2,,,,,,0.0,18.0,0.0,8.0,Magyars,"(57.0, 36.0)",87.32124598286491,-4,Front Hill,Back,Back,Back,Back,7,1,18,Front Hill,Back,Unknown,Back,Back,4,1,23
Nicov vs Lewis G5.aoe2record,wR.Nicov,0 days 00:10:25.716000,21,True,Could not Identify!,,,0,False,0 days 00:10:25.716000,Towers/Barracks/FC,0,0,0,0,0 days 00:13:22.244000,,0 days 00:30:48.234000,0,,,,,,27.0,0.0,2.0,2.0,Spanish,"(29.0, 80.0)",0 days 00:09:15.841000,19,True,Straight Archers,0 days 00:10:37.119000,,0,True,0 days 00:11:41.716000,Archery Range,0,0,5,0,0 days 00:09:54.244000,0 days 00:15:28.063000,0 days 00:24:33.772000,2,,,,,,0.0,18.0,0.0,3.0,Shu,"(97.0, 60.0)",70.8801805866774,-4,Back,Back,Back,Back,Back,2,0,9,Back,Back,Back,Back,Back,3,0,7
test3.aoe2record,Mars_zZ,0 days 00:09:17.171000,19,True,Could not Identify!,0 days 00:07:06.357000,,0,True,0 days 00:10:58.714000,Archery Range,0,0,0,0,0 days 00:16:33.670000,0 days 00:10:33.797000,,11,0 days 00:11:29.904000,0 days 00:15:02.927000,0 days 00:16:55.556000,,,0.0,27.0,0.0,5.0,Celts,"(61.0, 19.0)",0 days 00:08:30.621000,17,True,Could not Identify!,0 days 00:08:21.972000,,0,True,0 days 00:09:13.458000,Archery Range,0,0,0,0,,,,0,,,,,,0.0,0.0,0.0,10.0,Ethiopians,"(86.0, 89.0)",74.33034373659252,28,Front,Back,Unknown,Back,Back,1,2,4,Front,Back,Back,Unknown,Back,0,2,4
TheViper vs TaToH G1.aoe2record,GL.TaToH,0 days 00:13:01.716000,28,True,Straight Archers,0 days 00:11:53.091000,,0,True,0 days 00:16:10.049000,Archery Range,0,0,6,0,0 days 00:14:41.869000,,0 days 00:28:31.869000,0,,,,,,3.0,0.0,0.0,4.0,,"(0, 0)",0 days 00:10:33.438000,22,True,Could not Identify!,,,0,False,0 days 00:10:33.438000,Towers/Barracks/FC,0,0,0,0,0 days 00:26:28.341000,,,0,,,,,,0.0,0.0,0.0,3.0,,"(0, 0)",0.0,-235,,,,,,,,,,,,,,,,
TheViper vs TaToH G2.aoe2record,GL.TheViper,0 days 00:09:17.063000,19,True,Pre-Mill Drush Flush,0 days 00:08:13.924000,Pre-Mill Drush,1,True,0 days 00:13:16.674000,Archery Range,0,0,4,1,0 days 00:09:44.702000,0 days 00:25:39.869000,0 days 00:24:27.063000,6,0 days 00:14:17.616571429,0 days 00:14:49.438000,,,,11.0,1.0,0.0,4.0,Japanese,"(32.0, 81.0)",0 days 00:09:40.619000,20,True,Could not Identify!,0 days 00:07:36.744000,Pre-Mill Drush,3,True,0 days 00:09:40.619000,Towers/Barracks/FC,0,0,0,0,0 days 00:11:31.549000,0 days 00:25:47.799000,,0,,,,,,4.0,10.0,0.0,10.0,Wu,"(94.0, 56.0)",66.85057965343307,235,Front Hill,Back,Back,Back,Back,3,0,7,Front,Unknown,Back,Unknown,Back,2,0,5
TheViper vs TaToH G5.aoe2record,GL.TheViper,0 days 00:09:24.910666670,21,True,Pre-Mill Drush Flush,0 days 00:08:05.188000,Pre-Mill Drush,3,True,0 days 00:11:27.299000,Archery Range,0,0,2,0,0 days 00:10:09.883000,0 days 00:16:35.702000,0 days 00:23:35.520000,6,0 days 00:13:02.299000,0 days 00:14:10.313000,,,,0.0,2.0,0.0,7.0,Malay,"(96.0, 61.0)",0 days 00:10:57.397000,23,True,Fastle Castle,,,0,False,0 days 00:10:57.397000,Towers/Barracks/FC,0,0,0,0,0 days 00:11:31.744000,0 days 00:15:37.813000,0 days 00:32:25.258000,6,0 days 00:16:07.952000,0 days 00:17:04.008000,,,,29.0,0.0,0.0,1.0,Berbers,"(23.0, 58.0)",73.06161783043132,235,Back,Unknown,Back,Back,Back,2,1,6,Front,Back,Back,Back,Back,2,0,6
Yo_vs_Valas_G1.aoe2record,_LY_斗鱼猜火车Yo,0 days 00:09:23.966000,19,True,Could not Identify!,0 days 00:07:21.521000,Pre-Mill Drush,3,True,0 days 00:18:20.341000,Stable,0,0,0,1,0 days 00:10:52.146000,0 days 00:19:28.771000,0 days 00:32:41.577000,0,,,,,,0.0,7.0,0.0,9.0,Japanese,"(73.0, 92.0)",0 days 00:10:55.382000,24,False,Straight Skirms or Trash Rush,0 days 00:11:04.452000,,0,True,0 days 00:11:39.188000,Archery Range,0,5,0,0,0 days 00:11:24.438000,0 days 00:32:35.674000,,0,,,,,,0.0,0.0,0.0,7.0,Malians,"(32.0, 38.0)",67.80117993073571,96,Back,Back,Back,Unknown,Unknown,1,1,4,Front,Back,Unknown,Back,Back,1,2,4
Yo_vs_Valas_G3.aoe2record,_LY_斗鱼猜火车Yo,0 days 00:09:14.827000,19,False,Could not Identify!,0 days 00:14:42.507000,,0,False,0 days 00:09:14.827000,Towers/Barracks/FC,0,0,0,0,0 days 00:09:45.313000,0 days 00:22:58.591000,,0,,,,,,1.0,15.0,0.0,4.0,Armenians,"(96.0, 52.0)",0 days 00:10:02.563000,21,False,Could not Identify!,,,0,False,0 days 00:10:02.563000,Towers/Barracks/FC,0,0,0,0,0 days 00:11:57.549000,0 days 00:11:48.493000,,0,,,,,,0.0,0.0,0.0,0.0,Bengalis,"(40.0, 91.0)",68.24221567329127,96,Back,Back,Back,Back,Back,1,0,7,Back,Back,Back,Unknown,Back,1,1,8
